,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
57747,24369738,MS휘트니스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021111050002,1,대지,1105,2.0,강원도 춘천시 동내면 거두리 1105-2,421103218038,강원도 춘천시 동내면 춘천순환로,134,,4211039021111050002000001,,강원도 춘천시 동내면 춘천순환로 134,200883,24402.0,,,,127.758756897192,37.8565157902657
57908,24443278,FLEX스포츠센터,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300102480001,1,대지,248,1.0,강원도 춘천시 퇴계동 248-1,421104848077,강원도 춘천시 영서로2141번길,7,,4211012300102480001007885,,강원도 춘천시 영서로2141번길 7,200943,24432.0,,,,127.73496921864,37.8571764713705
58524,17147243,이편한스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300205290001,1,대지,529,1.0,강원도 춘천시 퇴계동 529-1,421103218029,강원도 춘천시 안마산로,110,,4211012300105290001000001,,강원도 춘천시 안마산로 110,200943,24455.0,,,,127.72705958389,37.8541129176738
58904,21656642,대한체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42230,삼척시,4223057000,성내동,4223011800.0,원당동,4223011800200750001,1,대지,75,1.0,강원도 삼척시 원당동 75-1,422303224022,강원도 삼척시 오십천로,297,,4223011800100750001000001,대한체육관,강원도 삼척시 오십천로 297,245943,25918.0,,,,129.152190355415,37.439351035606
59049,17163838,클럽티파니,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211031000,동면,4211031022.0,동면,4211031022207630002,1,대지,763,2.0,강원도 춘천시 동면 만천리 763-2,421103218038,강원도 춘천시 동면 춘천순환로,515,,4211031022107630002059583,,강원도 춘천시 동면 춘천순환로 515,200852,24214.0,,4,,127.761492513062,37.8857057164246
59526,25076523,동해고려헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217054000,부곡동,4217011000.0,부곡동,4217011000200830000,1,대지,83,,강원도 동해시 부곡동 83,421703221018,강원도 동해시 발한로,58,,4217011000000830000018671,일출빌딩,강원도 동해시 발한로 58,240814,25734.0,,,,129.10271784301,37.537820819186
60227,22262503,조이헬스타운,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42830,양양군,4283025000,양양읍,4283025021.0,양양읍,4283025021202100003,1,대지,210,3.0,강원도 양양군 양양읍 남문리 210-3,428304505036,강원도 양양군 양양읍 남문3길,14,,4283025021102100003014199,동부식당,강원도 양양군 양양읍 남문3길 14,215806,25030.0,,,,128.624088069969,38.0747919781948
60629,21668277,골드휘트니스헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213025000,문막읍,4213025022.0,문막읍,4213025022215420008,1,대지,1542,8.0,강원도 원주시 문막읍 동화리 1542-8,421303219037,강원도 원주시 문막읍 왕건로,46,,4213025022115420008027335,,강원도 원주시 문막읍 왕건로 46,220801,26368.0,,,,127.829254736461,37.3236989418573
61580,12217252,제이킥시스템프로덕션,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42130,원주시,4213067500,반곡관설동,4213011600.0,관설동,4213011600216750008,1,대지,1675,8.0,강원도 원주시 관설동 1675-8,421304457132,강원도 원주시 단관길,125,,4213011600116750008007510,,강원도 원주시 단관길 125,220934,26471.0,,1,,127.959761711851,37.3203820322849
61592,12210241,라이징포스크로스핏,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400206780000,1,대지,678,,강원도 춘천시 석사동 678,421103218003,강원도 춘천시 공지로,145,3.0,4211012400106780000015209,,강원도 춘천시 공지로 145-3,200935,24388.0,,1,,127.745475930562,37.8587133820605
62014,12157525,"세경골프연습장,세경스포츠월드",,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42130,원주시,4213059000,단계동,4213011000.0,단계동,4213011000208070001,1,대지,807,1.0,강원도 원주시 단계동 807-1,421304457243,강원도 원주시 백간길,63,,4213011000108070001021239,세경3차아파트,강원도 원주시 백간길 63,220766,26410.0,302,,,127.929967317128,37.3524478011096
62286,24498768,조이커뮤니케이션,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42780,철원군,4278025600,갈말읍,4278025624.0,갈말읍,4278025624210680000,1,대지,1068,,강원도 철원군 갈말읍 군탄리 1068,427804490100,강원도 철원군 갈말읍 드르니길,26,,4278025624110680000034361,카트조이,강원도 철원군 갈말읍 드르니길 26,269802,24035.0,,,,127.298301532096,38.150766211107
63240,24327915,강촌번지점프,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42110,춘천시,4211040000,남산면,4211040026.0,남산면,4211040026206290017,1,대지,629,17.0,강원도 춘천시 남산면 방곡리 629-17,421103350180,강원도 춘천시 남산면 강촌로,256,,4211040026106290017000001,,강원도 춘천시 남산면 강촌로 256,200911,24465.0,,,,127.639256850906,37.7969493382695
63669,21666916,청초스포츠센타,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800210340049,1,대지,1034,49.0,강원도 속초시 조양동 1034-49,422102000023,강원도 속초시 동해대로,4030,,4221010800110340049003488,,강원도 속초시 동해대로 4030,217811,24872.0,,,,128.593769300157,38.1901663414643
63978,12208727,에어로드패러글라이딩스쿨,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42750,영월군,4275025000,영월읍,4275025024.0,영월읍,4275025024204970009,1,대지,497,9.0,강원도 영월군 영월읍 덕포리 497-9,427503227017,강원도 영월군 영월읍 영월로,2103,1.0,4275025024104970008021038,,강원도 영월군 영월읍 영월로 2103-1,230802,26229.0,,2,,128.480240526707,37.1826877086262
64100,24941370,클라이밍센터,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400208180017,1,대지,818,17.0,강원도 춘천시 석사동 818-17,421103218038,강원도 춘천시 춘천순환로,29,,4211012400108180017015935,,강원도 춘천시 춘천순환로 29,200936,24390.0,,,,127.746851622722,37.8552203445204
64192,12225375,우리골프클럽,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42110,춘천시,4211031000,동면,4211031023.0,동면,4211031023200430022,1,대지,43,22.0,강원도 춘천시 동면 장학리 43-22,421103218037,강원도 춘천시 동면 춘천로,628,,4211031023200270002000001,,강원도 춘천시 동면 춘천로 628,200853,24213.0,,,,127.772979813265,37.8989194583451
64696,12216071,M2스피닝,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42750,영월군,4275025000,영월읍,4275025022.0,영월읍,4275025022200530000,1,대지,53,,강원도 영월군 영월읍 하송리 53,427504481211,강원도 영월군 영월읍 제방안길,64,,4275025022100520007000001,레스트힐,강원도 영월군 영월읍 제방안길 64,230808,26237.0,,,,128.467820910249,37.1794933269103
64965,12225749,브라질스크린골프,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300211510002,1,대지,1151,2.0,강원도 춘천시 퇴계동 1151-2,421103218047,강원도 춘천시 효자로,10,,4211012300100000000000216,,강원도 춘천시 효자로 10,200943,24370.0,,,,127.726574530506,37.8654467610343
65278,12214246,온리원,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42150,강릉시,4215056000,교2동,4215011000.0,교동,4215011000205980000,1,대지,598,,강원도 강릉시 교동 598,421504460159,강원도 강릉시 성곡고양길,9,5.0,4215011000105980000000001,,강원도 강릉시 성곡고양길 9-5,210922,25473.0,,1,,128.888409059899,37.7767534592947
65744,22432577,동양체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42110,춘천시,4211061100,후평3동,4211012000.0,후평동,4211012000207940002,1,대지,794,2.0,강원도 춘천시 후평동 794-2,421104454287,강원도 춘천시 보안길,41,,4211012000107940002033781,,강원도 춘천시 보안길 41,200160,24304.0,,,,127.751717801473,37.8782249970631
66127,21612504,강원헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42720,홍천군,4272025000,홍천읍,4272025022.0,홍천읍,4272025022200160022,1,대지,16,22.0,강원도 홍천군 홍천읍 신장대리 16-22,427204475645,강원도 홍천군 홍천읍 홍천로8길,4,,4272025022100160022018724,,강원도 홍천군 홍천읍 홍천로8길 4,250805,25138.0,,,,127.887006099976,37.6898979767264
66604,12196677,힐링스크린골프,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42770,정선군,4277025300,고한읍,4277025321.0,고한읍,4277025321202740063,1,대지,274,63.0,강원도 정선군 고한읍 고한리 274-63,427703229004,강원도 정선군 고한읍 고한로,191,,4277025321102740063011471,,강원도 정선군 고한읍 고한로 191,233811,26155.0,,,,128.855953355931,37.1988618068393
67177,20711329,웰니스짐휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,,,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300201880001,1,대지,188,1.0,강원도 춘천시 퇴계동 188-1,421103218006,강원도 춘천시 김유정로,1875,,4211012300101880001001130,,강원도 춘천시 김유정로 1875,200943,24432.0,,2,,127.736082791387,37.8540253613487
67749,12205331,유민댄스아카데미,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42110,춘천시,4211060000,후평1동,4211012000.0,후평동,4211012000207470007,1,대지,747,7.0,강원도 춘천시 후평동 747-7,421104454167,강원도 춘천시 동광길,16,,4211012000107470007032245,,강원도 춘천시 동광길 16,200959,24296.0,,,,127.752593835235,37.8882012182942
67863,22353666,하슬라스크린,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42150,강릉시,4215055000,교1동,4215011000.0,교동,4215011000218830004,1,대지,1883,4.0,강원도 강릉시 교동 1883-4,421503220005,강원도 강릉시 교동광장로,110,,4215011000118830004020896,,강원도 강릉시 교동광장로 110,210100,25515.0,,,,128.876468931099,37.7644087922039
68471,12209476,주재현휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400207960014,1,대지,796,14.0,강원도 춘천시 석사동 796-14,421103218042,강원도 춘천시 퇴계로,213,,4211012400107960014015036,,강원도 춘천시 퇴계로 213,200936,24390.0,,3,,127.742301249901,37.8565890534423
69006,16447831,제이엠GYM,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217053000,북삼동,4217010900.0,쇄운동,4217010900200130001,1,대지,13,1.0,강원도 동해시 쇄운동 13-1,421704463198,강원도 동해시 청운2길,42,,4217010900000130001009803,태화빌딩,강원도 동해시 청운2길 42,240190,25810.0,,,,129.107427139907,37.4843809299251
69465,16442469,VIP휘트니스센터,세경점,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700215890003,1,대지,1589,3.0,강원도 원주시 단구동 1589-3,421303219013,강원도 원주시 단구로,422,,4213010700115890003036977,세경웰러스아파트,강원도 원주시 단구로 422,220730,26489.0,,3,,127.951919330335,37.3214424229767
69561,21615719,교동스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215056000,교2동,4215011000.0,교동,4215011000203180000,1,대지,318,,강원도 강릉시 교동 318,421504460813,강원도 강릉시 율곡로2968번길,36,,4215011000103180000000001,,강원도 강릉시 율곡로2968번길 36,210100,25490.0,,,,128.894222632661,37.7693391483166
69717,16450992,의천관선무도장,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700215890002,1,대지,1589,2.0,강원도 원주시 단구동 1589-2,421303219012,강원도 원주시 늘품로,6,,4213010700115890002017565,청솔1차아파트,강원도 원주시 늘품로 6,220759,26489.0,,1,,127.9505095289,37.3205317143799
69718,16448928,에이치줌바피트니스,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42230,삼척시,4223057000,성내동,4223010500.0,당저동,4223010500201800006,1,대지,180,6.0,강원도 삼척시 당저동 180-6,422303224004,강원도 삼척시 대학로,18,,4223012000100170046000001,귀뚜라미보일러,강원도 삼척시 대학로 18,245940,25920.0,,1,,129.163519033923,37.4426460193179
69927,16472112,콩짐,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42230,삼척시,4223054000,정라동,4223012500.0,정상동,4223012500203440003,1,대지,344,3.0,강원도 삼척시 정상동 344-3,422304472302,강원도 삼척시 정상안길,97,,4223012500103440003000001,금강프라자,강원도 삼척시 정상안길 97,245946,25926.0,,3,,129.177029196444,37.4459001809298
69978,24908226,SMC근골격운동센터,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42110,춘천시,4211067500,강남동,4211012700.0,송암동,4211012700202900000,1,대지,290,,강원도 춘천시 송암동 290,421104454444,강원도 춘천시 스포츠타운길,124,1.0,4211012700200440000000001,테니스장,강원도 춘천시 스포츠타운길 124-1,200210,24239.0,,,,127.693188869203,37.8529302860877
70032,16453820,신진기도체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42150,강릉시,4215064500,성덕동,4215012500.0,입암동,4215012500202040004,1,대지,204,4.0,강원도 강릉시 입암동 204-4,421503220017,강원도 강릉시 성덕포남로,17,,4215012500102040004000001,,강원도 강릉시 성덕포남로 17,210935,25616.0,,1,,128.921849131627,37.7573950064025
70122,15560563,경희대태권도체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42130,원주시,4213053000,개운동,4213010500.0,개운동,4213010500201980001,1,대지,198,1.0,강원도 원주시 개운동 198-1,421304457033,강원도 원주시 개운4길,28,,4213010500100500007003755,,강원도 원주시 개운4길 28,220930,26444.0,,4,,127.95961608757,37.3394946294655
70230,16467644,동강힐링캠프,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42750,영월군,4275025000,영월읍,4275025025.0,영월읍,4275025025202370002,1,대지,237,2.0,강원도 영월군 영월읍 삼옥리 237-2,427504481139,강원도 영월군 영월읍 섭새길,59,,4275025025102370002000001,,강원도 영월군 영월읍 섭새길 59,230888,26223.0,,,,128.51187119705,37.2319278742513
70234,16466054,골프존파크연습장,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100204040003,1,대지,404,3.0,강원도 태백시 황지동 404-3,421904466031,강원도 태백시 대학길,43,,4219010100104040003000001,,강원도 태백시 대학길 43,235802,26034.0,,,,128.981531955763,37.1589512882033
70259,16457379,팀노마드리트릿피트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215057100,포남1동,4215011100.0,포남동,4215011100211070005,1,대지,1107,5.0,강원도 강릉시 포남동 1107-5,421504460039,강원도 강릉시 강릉대로313번길,64,,4215011100111070005009505,,강원도 강릉시 강릉대로313번길 64,210954,25492.0,,,,128.905373244269,37.7687674564165
70409,16443633,평창wow와우스피닝,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42760,평창군,4276036000,진부면,4276036023.0,진부면,4276036023225380000,1,대지,2538,,강원도 평창군 진부면 송정리 2538,427604484226,강원도 평창군 진부면 송정택지1길,37,,4276036023125380000013809,평창성원아파트,강원도 평창군 진부면 송정택지1길 37,232946,25331.0,,2,,128.563539193808,37.6368942885151
70421,21690572,대원휘트니스존,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211064000,효자3동,4211011200.0,효자동,4211011200200170009,1,대지,17,9.0,강원도 춘천시 효자동 17-9,421104454378,강원도 춘천시 서부대성로239번길,21,,4211011200100170009024342,,강원도 춘천시 서부대성로239번길 21,200090,24289.0,,,,127.745615053293,37.8744456697226
70476,16455525,몬스터짐,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42150,강릉시,4215057200,포남2동,4215011100.0,포남동,4215011100212900000,1,대지,1290,,강원도 강릉시 포남동 1290,421504460996,강원도 강릉시 하평1길,14,,4215011100112900000007412,,강원도 강릉시 하평1길 14,210953,25566.0,,4,,128.911589841937,37.7712604031911
70477,16452433,주짓수컴퍼니,,P,스포츠,P02,실내운동시설,P02A30,이종격투기,P85611,스포츠 교육기관,42,강원도,42150,강릉시,4215055000,교1동,4215011000.0,교동,4215011000218890006,1,대지,1889,6.0,강원도 강릉시 교동 1889-6,421503220038,강원도 강릉시 정원로,44,,4215011000118890006020065,,강원도 강릉시 정원로 44,210924,25515.0,,3,,128.876853024317,37.7623335851837
70740,16437364,촉디엑스짐팀젠틀리,,P,스포츠,P02,실내운동시설,P02A18,킥복싱,,,42,강원도,42150,강릉시,4215055000,교1동,4215011000.0,교동,4215011000218290003,1,대지,1829,3.0,강원도 강릉시 교동 1829-3,421503220019,강원도 강릉시 솔올로,64,,4215011000118290003026615,,강원도 강릉시 솔올로 64,210924,25510.0,,4,,128.878912514773,37.7675711978376
70762,16476105,웨이브주짓수삼척,,P,스포츠,P02,실내운동시설,P02A30,이종격투기,P85611,스포츠 교육기관,42,강원도,42230,삼척시,4223057000,성내동,4223012000.0,남양동,4223012000203260017,1,대지,326,17.0,강원도 삼척시 남양동 326-17,422303224030,강원도 삼척시 척주로,22,,4223012000103260017000001,,강원도 삼척시 척주로 22,245938,25920.0,,3,,129.166329750007,37.4438978038069
70831,16438324,팀포마속초주짓수킥복싱엠엠에이종합격투기,,P,스포츠,P02,실내운동시설,P02A30,이종격투기,P85611,스포츠 교육기관,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800210340004,1,대지,1034,4.0,강원도 속초시 조양동 1034-4,422102000023,강원도 속초시 동해대로,4024,,4221010800110340004001054,,강원도 속초시 동해대로 4024,217768,24872.0,,,,128.59446607146,38.1902168742532
70967,16410302,월드스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700206480042,1,대지,648,42.0,강원도 원주시 단구동 648-42,421302219001,강원도 원주시 서원대로,459,1.0,4213010700106480042006671,,강원도 원주시 서원대로 459-1,220942,26450.0,,1,,127.955198939623,37.3278416314221
70995,16462751,머슬핏피트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211061100,후평3동,4211012000.0,후평동,4211012000200670006,1,대지,67,6.0,강원도 춘천시 후평동 67-6,421103218049,강원도 춘천시 후석로,314,,4211012000100670006032885,,강원도 춘천시 후석로 314,200163,24304.0,,,,127.750737040935,37.8791599943293
71283,16451300,남애서핑클럽,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42830,양양군,4283034000,현남면,4283034038.0,현남면,4283034038205490030,1,대지,549,30.0,강원도 양양군 현남면 남애리 549-30,428304505068,강원도 양양군 현남면 매바위길,192,1.0,4283034038105490030000872,,강원도 양양군 현남면 매바위길 192-1,215841,25057.0,,,,128.7819512874,37.9455107428093
71522,16456107,고고짐,단구점,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700215890002,1,대지,1589,2.0,강원도 원주시 단구동 1589-2,421303219012,강원도 원주시 늘품로,6,,4213010700115890002017565,청솔1차아파트,강원도 원주시 늘품로 6,220759,26489.0,,,,127.9505095289,37.3205317143799
71549,16462440,MBA대성체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42110,춘천시,4211031000,동면,4211031022.0,동면,4211031022207680017,1,대지,768,17.0,강원도 춘천시 동면 만천리 768-17,421104454199,강원도 춘천시 동면 만천양지길,29,,4211031022107680017000001,,강원도 춘천시 동면 만천양지길 29,200852,24214.0,,5,,127.758516403004,37.8849427864569
71615,16468610,오드리헵번카페티엠,웰빙짐WG,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217051000,천곡동,4217010100.0,천곡동,4217010100210290002,1,대지,1029,2.0,강원도 동해시 천곡동 1029-2,421703221045,강원도 동해시 한섬로,84,,4217010100010290002015871,이브자리,강원도 동해시 한섬로 84,240807,25771.0,,2,,129.113183069898,37.5202244291045
72091,15495809,강원레포츠,,P,스포츠,P03,실외운동시설,P03A99,기타실외운동시설,,,42,강원도,42730,횡성군,4273025000,횡성읍,4273025022.0,횡성읍,4273025022203020001,1,대지,302,1.0,강원도 횡성군 횡성읍 읍하리 302-1,427303226021,강원도 횡성군 횡성읍 문정로,3,1.0,4273025022103020001021942,,강원도 횡성군 횡성읍 문정로 3-1,225808,25233.0,,,,127.98416494278,37.4907594199268
72158,16467603,트로이짐,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800206070000,1,대지,607,,강원도 속초시 조양동 607,422102223002,강원도 속초시 청대로,223,,4221010800106070000000001,,강원도 속초시 청대로 223,217811,24869.0,,2,,128.57516911047,38.1867631537898
72414,16458075,제이킥시스템프로덕션,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700215840001,1,대지,1584,1.0,강원도 원주시 단구동 1584-1,421304457065,강원도 원주시 구곡길,72,,4213010700115840001000001,,강원도 원주시 구곡길 72,220944,26486.0,,1,,127.950450954465,37.323820763449
72658,16486276,조이스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42830,양양군,4283025000,양양읍,4283025021.0,양양읍,4283025021200050001,1,대지,5,1.0,강원도 양양군 양양읍 남문리 5-1,428304505027,강원도 양양군 양양읍 군청길,55,,4283025021100050001016499,,강원도 양양군 양양읍 군청길 55,215804,25021.0,,3,,128.624225627832,38.0775662880043
72856,16474643,호돌이체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42130,원주시,4213067500,반곡관설동,4213011700.0,반곡동,4213011700219670003,1,대지,1967,3.0,강원도 원주시 반곡동 1967-3,421304517946,강원도 원주시 봉황2길,15,,4213011700103530002000001,한성빌딩,강원도 원주시 봉황2길 15,220170,26463.0,,,,127.99158993521,37.3312109726513
73073,16480185,엘오엘,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42230,삼척시,4223057000,성내동,4223012000.0,남양동,4223012000200330011,1,대지,33,11.0,강원도 삼척시 남양동 33-11,422303224029,강원도 삼척시 진주로,32,,4223012000100330011000001,롯데리아,강원도 삼척시 진주로 32,245936,25920.0,,4,,129.16412082069,37.4435591628962
73219,15520117,대현헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,,,42,강원도,42170,동해시,4217053000,북삼동,4217010700.0,동회동,4217010700204420000,1,대지,442,,강원도 동해시 동회동 442,421704463241,강원도 동해시 효자남길,9,,4217010700104420000000001,북삼코아루아파트,강원도 동해시 효자남길 9,240719,25807.0,,,,129.107617474785,37.4880824481126
73221,16474177,핏불짐,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42110,춘천시,4211070500,신사우동,4211011800.0,우두동,4211011800210680001,1,대지,1068,1.0,강원도 춘천시 우두동 1068-1,421103218039,강원도 춘천시 충열로,32,,4211011800110680001020391,동부아파트,강원도 춘천시 충열로 32,200770,24230.0,,,,127.733149265259,37.8986016390314
73253,16475045,조한웅테니스아카데미,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42110,춘천시,4211031000,동면,4211031023.0,동면,4211031023209930000,1,대지,993,,강원도 춘천시 동면 장학리 993,421103218022,강원도 춘천시 동면 소양강로,104,,4211031023109930000000001,춘천장학사랑으로부영아파트,강원도 춘천시 동면 소양강로 104,200853,24209.0,106,,,127.753793695122,37.8966103095449
73643,16463334,HM토탈휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700215110002,1,대지,1511,2.0,강원도 원주시 단구동 1511-2,421302219001,강원도 원주시 서원대로,396,,4213010700115110002035092,스타월드,강원도 원주시 서원대로 396,220944,26484.0,,,,127.94885527887,37.3307496608964
73710,22406526,마강호헬스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215057100,포남1동,4215011100.0,포남동,4215011100211550017,1,대지,1155,17.0,강원도 강릉시 포남동 1155-17,421504460255,강원도 강릉시 남구길18번길,11,,4215011100111550017008885,,강원도 강릉시 남구길18번길 11,210110,25545.0,,,,128.90666339332,37.7656670413432
73771,22340361,행복스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215057200,포남2동,4215011100.0,포남동,4215011100210900017,1,대지,1090,17.0,강원도 강릉시 포남동 1090-17,421503220001,강원도 강릉시 가작로,275,,4215011100110900017010807,,강원도 강릉시 가작로 275,210110,25477.0,,,,128.905248437266,37.7706335244354
