,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
10426,25225481,키쑥쑥스포츠아카데미,,P,스포츠,P02,실내운동시설,P02A01,체육관,,,42,강원도,42150,강릉시,4215057200,포남2동,4215011100.0,포남동,4215011100210570000,1,대지,1057,,강원도 강릉시 포남동 1057,421504460045,강원도 강릉시 강릉대로469번길,12,,4215011100110570000008720,,강원도 강릉시 강릉대로469번길 12,210110,25480.0,,1,,128.913209849437,37.7756177966837
10924,21562719,에이스골프클럽,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42130,원주시,4213056000,일산동,4213010800.0,일산동,4213010800200060006,2,산,6,6.0,강원도 원주시 일산동 산6-6,421303219010,강원도 원주시 남산로,113,,4213010800102740004023087,,강원도 원주시 남산로 113,220050,26434.0,,,,127.940446785517,37.3469207142048
11866,26372248,이재상골프스쿼시,,P,스포츠,P02,실내운동시설,P02A25,스쿼시장,,,42,강원도,42170,동해시,4217054000,부곡동,4217011000.0,부곡동,4217011000201230005,1,대지,123,5.0,강원도 동해시 부곡동 123-5,421704463115,강원도 동해시 부곡2길,4,,4217011000001230005008341,부곡마트,강원도 동해시 부곡2길 4,240814,25735.0,,,,129.105658859842,37.5362255095492
12232,25476481,원투복싱클럽,무실점,P,스포츠,P02,실내운동시설,P02A04,복싱도장,P85611,스포츠 교육기관,42,강원도,42130,원주시,4213066000,무실동,4213011500.0,무실동,4213011500217200006,1,대지,1720,6.0,강원도 원주시 무실동 1720-6,421303219035,강원도 원주시 시청로,22,,4213011500117200006000001,리젠트프라자,강원도 원주시 시청로 22,220150,26387.0,,,,127.922180063793,37.3402058310921
12784,28351234,짐하이파이브,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217051000,천곡동,4217010200.0,평릉동,4217010200204010042,1,대지,401,42.0,강원도 동해시 평릉동 401-42,421704463211,강원도 동해시 평릉1길,7,,4217010200004010042024495,강남대객잔,강원도 동해시 평릉1길 7,240020,25749.0,,3,,129.103808247489,37.5288903339798
13119,21565253,멤버스골프클럽,,P,스포츠,P03,실외운동시설,P03A05,실외골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215066500,경포동,4215013800.0,안현동,4215013800207840000,1,대지,784,,강원도 강릉시 안현동 784,421502000023,강원도 강릉시 동해대로,3544,18.0,4215013800107840000003420,,강원도 강릉시 동해대로 3544-18,210380,25462.0,,,,128.862839306105,37.8026224940033
14242,16720327,골프존파크퇴계,이안점,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300204180005,1,대지,418,5.0,강원도 춘천시 퇴계동 418-5,421103013022,강원도 춘천시 영서로,2153,,4211012300104180005000001,,강원도 춘천시 영서로 2153,200943,24448.0,,3,,127.733147142187,37.8582265631535
14280,21662579,그린골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42230,삼척시,4223057000,성내동,4223011300.0,등봉동,4223011300100060001,1,대지,6,1.0,강원도 삼척시 등봉동 6-1,422303224022,강원도 삼척시 오십천로,102,12.0,4223011300100060001000001,그린골프연습장,강원도 삼척시 오십천로 102-12,245190,25907.0,,,,129.131423310563,37.4425431508069
14336,24764350,태봉스크린골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42780,철원군,4278025600,갈말읍,4278025624.0,갈말읍,4278025624213630001,1,대지,1363,1.0,강원도 철원군 갈말읍 군탄리 1363-1,427803230001,강원도 철원군 갈말읍 갈말로,77,,4278025624113630001000001,태봉골프연습장,강원도 철원군 갈말읍 갈말로 77,269802,24032.0,,,,127.302416413126,38.1619627702718
14406,24378337,호돌이체육관,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700214750005,1,대지,1475,5.0,강원도 원주시 단구동 1475-5,421304457139,강원도 원주시 단구초교길,12,16.0,4213010700114750005000001,,강원도 원주시 단구초교길 12-16,220944,26452.0,,,,127.965854249897,37.3210417619948
14513,28457044,히트휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021209120002,1,대지,912,2.0,강원도 춘천시 동내면 거두리 912-2,421103218038,강원도 춘천시 동내면 춘천순환로,63,,4211039021109120002041763,,강원도 춘천시 동내면 춘천순환로 63,200883,24400.0,,,,127.750917639746,37.8559047888749
14602,16708742,청초GDR골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800210340049,1,대지,1034,49.0,강원도 속초시 조양동 1034-49,422102000023,강원도 속초시 동해대로,4030,,4221010800110340049003488,,강원도 속초시 동해대로 4030,217811,24872.0,,2,,128.593769300157,38.1901663414643
14698,22354540,카파휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217053000,북삼동,4217010700.0,동회동,4217010700200810002,1,대지,81,2.0,강원도 동해시 동회동 81-2,421704463241,강원도 동해시 효자남길,16,,4217010700000810002004979,월드상가,강원도 동해시 효자남길 16,240180,25808.0,,,,129.108788247014,37.4877290679785
14914,16720500,팀머슬핏,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211053000,조운동,4211010800.0,조양동,4211010800200470001,1,대지,47,1.0,강원도 춘천시 조양동 47-1,421104454453,강원도 춘천시 시청길12번길,12,,4211010800100470001022868,,강원도 춘천시 시청길12번길 12,200941,24352.0,,,,127.72967194616,37.879365800488
14915,16720450,핏앤피트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213033000,지정면,4213033023.0,지정면,4213033023213490002,1,대지,1349,2.0,강원도 원주시 지정면 가곡리 1349-2,421303350530,강원도 원주시 지정면 신지정로,172,,4213033023113490002000001,,강원도 원주시 지정면 신지정로 172,220821,26353.0,,6,,127.877657697997,37.3744464027399
15391,16717960,배드민턴하우스,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42130,원주시,4213054100,명륜1동,4213010600.0,명륜동,4213010600201660012,1,대지,166,12.0,강원도 원주시 명륜동 166-12,421304457099,강원도 원주시 남산로9번길,2,,4213010600101660011004279,,강원도 원주시 남산로9번길 2,220947,26438.0,,,,127.94370241805,37.3402540739416
15392,16717926,삼척배드민턴클럽,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42230,삼척시,4223053000,교동,4223010600.0,교동,4223010600207450001,1,대지,745,1.0,강원도 삼척시 교동 745-1,422303224027,강원도 삼척시 정상로,90,,4223010600107450001000001,신동아아파트,강원도 삼척시 정상로 90,245715,25924.0,102,,,129.175411989978,37.4494393697822
15496,27727311,춘천골프랜드,,P,스포츠,P03,실외운동시설,P03A04,스키장,R91122,스키장 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400200340006,1,대지,34,6.0,강원도 춘천시 석사동 34-6,421103218021,강원도 춘천시 세실로,100,34.0,4211012400100340000015819,,강원도 춘천시 세실로 100-34,200932,24315.0,,,,127.762725306897,37.8664351968871
15561,28406839,햇살골프클럽,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42720,홍천군,4272025000,홍천읍,4272025029.0,홍천읍,4272025029202020002,1,대지,202,2.0,강원도 홍천군 홍천읍 연봉리 202-2,427203225037,강원도 홍천군 홍천읍 연봉서로,16,,4272025029102020002000001,햇살빌라1차,강원도 홍천군 홍천읍 연봉서로 16,250930,25143.0,,,,127.874387025664,37.6825956388708
15568,16721975,빠지에빠지다수상레저,,P,스포츠,P03,실외운동시설,P03A23,수상스키,R91239,기타 수상오락 서비스업,42,강원도,42110,춘천시,4211040000,남산면,4211040030.0,남산면,4211040030202850000,1,대지,285,,강원도 춘천시 남산면 방하리 285,421103218012,강원도 춘천시 남산면 방하로,567,,4211040030102850000000001,,강원도 춘천시 남산면 방하로 567,200914,24464.0,,,,127.531905814884,37.7826236991121
15569,16721974,고다레저,,P,스포츠,P03,실외운동시설,P03A23,수상스키,R91239,기타 수상오락 서비스업,42,강원도,42780,철원군,4278025600,갈말읍,4278025629.0,갈말읍,4278025629200700001,1,대지,70,1.0,강원도 철원군 갈말읍 상사리 70-1,427803230001,강원도 철원군 갈말읍 갈말로,653,,4278025629100700001000001,,강원도 철원군 갈말읍 갈말로 653,269803,24028.0,,,,127.28228223329,38.1996730620963
15727,16720324,에스복싱짐,,P,스포츠,P02,실내운동시설,P02A04,복싱도장,P85611,스포츠 교육기관,42,강원도,42130,원주시,4213033000,지정면,4213033023.0,지정면,4213033023213440005,1,대지,1344,5.0,강원도 원주시 지정면 가곡리 1344-5,421303350411,강원도 원주시 지정면 무릉로,39,,4213033023113440005000001,,강원도 원주시 지정면 무릉로 39,220821,26353.0,,2,,127.877284372507,37.3748875586897
15781,16717928,천진레저,,P,스포츠,P03,실외운동시설,P03A23,수상스키,R91239,기타 수상오락 서비스업,42,강원도,42820,고성군,4282033000,토성면,4282033021.0,토성면,4282033021201110004,1,대지,111,4.0,강원도 고성군 토성면 천진리 111-4,428204502528,강원도 고성군 토성면 천진해변길,46,,4282033021101110003014218,,강원도 고성군 토성면 천진해변길 46,219833,24764.0,,,,128.560632955026,38.2605776060816
15787,16707484,등대레저,,P,스포츠,P03,실외운동시설,P03A23,수상스키,R91239,기타 수상오락 서비스업,42,강원도,42210,속초시,4221051000,영랑동,4221010100.0,영랑동,4221010100201470310,1,대지,147,310.0,강원도 속초시 영랑동 147-310,422104469178,강원도 속초시 영랑해안길,163,,4221010100101470310016997,,강원도 속초시 영랑해안길 163,217010,24810.0,,,,128.595240386433,38.2166203480017
15833,21656831,롯데헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42780,철원군,4278025900,동송읍,4278025921.0,동송읍,4278025921206810022,1,대지,681,22.0,강원도 철원군 동송읍 이평리 681-22,427803230005,강원도 철원군 동송읍 금학로,229,,4278025921106810022023532,롯데리아,강원도 철원군 동송읍 금학로 229,269816,24014.0,,,,127.217299929327,38.2088891115492
16281,24394192,횡성우슈체육관,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42730,횡성군,4273025000,횡성읍,4273025022.0,횡성읍,4273025022203830001,1,대지,383,1.0,강원도 횡성군 횡성읍 읍하리 383-1,427304478585,강원도 횡성군 횡성읍 한우로215번길,2,,4273025022103830001022555,,강원도 횡성군 횡성읍 한우로215번길 2,225808,25218.0,,,,127.981970211062,37.4943454434478
16620,21672951,스쿠버해양캠프,,P,스포츠,P03,실외운동시설,P03A26,스킨스쿠버강습,R91239,기타 수상오락 서비스업,42,강원도,42230,삼척시,4223053000,교동,4223010600.0,교동,4223010600203740000,1,대지,374,,강원도 삼척시 교동 374,422303224020,강원도 삼척시 새천년도로,475,14.0,4223010600103740000000005,,강원도 삼척시 새천년도로 475-14,245930,25909.0,,,,129.174816793018,37.4641323322409
16656,16720300,브루스코퍼레이션,,P,스포츠,P01,운영관리시설,P01A99,기타운영설비,R91139,그외 기타 스포츠시설 운영업,42,강원도,42130,원주시,4213065000,행구동,4213011400.0,행구동,4213011400208930003,1,대지,893,3.0,강원도 원주시 행구동 893-3,421304457269,강원도 원주시 봉대길,5,2.0,4213011400108930003000001,,강원도 원주시 봉대길 5-2,220160,26456.0,,,,127.994173832727,37.3349327308404
16657,16720199,도즐코퍼레이션,,P,스포츠,P01,운영관리시설,P01A99,기타운영설비,R91139,그외 기타 스포츠시설 운영업,42,강원도,42150,강릉시,4215054000,옥천동,4215010900.0,옥천동,4215010900200200007,1,대지,20,7.0,강원도 강릉시 옥천동 20-7,421504460701,강원도 강릉시 옥천로20번길,19,,4215010900100200007015232,,강원도 강릉시 옥천로20번길 19,210933,25553.0,,,,128.904631260045,37.7572400988492
16705,16735505,백마스크린실내연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215057100,포남1동,4215011100.0,포남동,4215011100211550017,1,대지,1155,17.0,강원도 강릉시 포남동 1155-17,421504460255,강원도 강릉시 남구길18번길,11,,4215011100111550017008885,,강원도 강릉시 남구길18번길 11,210955,25545.0,,,,128.90666339332,37.7656670413432
16723,16708694,제이엠코퍼레이션,,P,스포츠,P01,운영관리시설,P01A99,기타운영설비,R91139,그외 기타 스포츠시설 운영업,42,강원도,42210,속초시,4221057000,노학동,4221010600.0,교동,4221010600210290000,1,대지,1029,,강원도 속초시 교동 1029,422102000023,강원도 속초시 동해대로,4284,,4221010600107680000000001,하우스토리,강원도 속초시 동해대로 4284,217756,24851.0,106,,,128.572495173494,38.1995339739475
17838,24856773,속초파워보트클럽,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42210,속초시,4221051000,영랑동,4221011300.0,장사동,4221011300205480013,1,대지,548,13.0,강원도 속초시 장사동 548-13,422104469192,강원도 속초시 장사항해안길,46,,4221011300105770032005147,속초해양경찰서장사출장소,강원도 속초시 장사항해안길 46,217130,24804.0,사,,,128.588576232263,38.225753709027
19085,25321889,원스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215064500,성덕동,4215012500.0,입암동,4215012500201040004,1,대지,104,4.0,강원도 강릉시 입암동 104-4,421503220030,강원도 강릉시 월대산로,60,,4215012500101040004011511,,강원도 강릉시 월대산로 60,210935,25579.0,,2,,128.916977102994,37.759874778167
19180,21664543,드림체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42230,삼척시,4223051000,남양동,4223012000.0,남양동,4223012000200140003,1,대지,14,3.0,강원도 삼척시 남양동 14-3,422303224040,강원도 삼척시 중앙로,246,,4223012000100140003000001,GM대우,강원도 삼척시 중앙로 246,245935,25922.0,,,,129.168258506245,37.4451131896489
20126,16677844,희망스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42720,홍천군,4272025000,홍천읍,4272025023.0,홍천읍,4272025023202720002,1,대지,272,2.0,강원도 홍천군 홍천읍 희망리 272-2,427204475355,강원도 홍천군 홍천읍 석화로3길,21,,4272025023102720002000001,,강원도 홍천군 홍천읍 석화로3길 21,250809,25121.0,,,,127.884046519685,37.6972837843884
20737,16692125,장타왕스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021210600000,1,대지,1060,,강원도 춘천시 동내면 거두리 1060,421104454518,강원도 춘천시 동내면 외솔길19번길,80,10.0,4211039021110600000000001,,강원도 춘천시 동내면 외솔길19번길 80-10,200883,24401.0,,3,,127.75863817344,37.8580743320651
20790,28100819,찬솔이엔지-샌드파인골프장,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42150,강릉시,4215058000,초당동,4215011200.0,초당동,4215011200201430000,1,대지,143,,강원도 강릉시 초당동 143,421504460664,강원도 강릉시 연당길,67,15.0,4215011200101430000016717,초당우성아파트,강원도 강릉시 연당길 67-15,210745,25470.0,104,,,128.913694161929,37.7826870256986
21584,16684838,유성열아카데이스크린골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021209860002,1,대지,986,2.0,강원도 춘천시 동내면 거두리 986-2,421103218008,강원도 춘천시 동내면 동내로,9,,4211039021109860002040029,독도빌딩,강원도 춘천시 동내면 동내로 9,200883,24405.0,,3,,127.754368565077,37.8501904816811
21602,27937012,삼성휘트니스헬스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42190,태백시,4219051500,황지동,4219010100.0,황지동,4219010100200730015,1,대지,73,15.0,강원도 태백시 황지동 73-15,421903000156,강원도 태백시 태백로,992,,4219010100100730015002940,,강원도 태백시 태백로 992,235800,26013.0,,,,128.994093832848,37.1690650945417
21611,16675070,리즌휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400209330004,1,대지,933,4.0,강원도 춘천시 석사동 933-4,421103218029,강원도 춘천시 안마산로,324,5.0,4211012400109330004007059,,강원도 춘천시 안마산로 324-5,200972,24417.0,,,,127.747372880371,37.8489953297139
22254,11885295,아야진스쿠버리조트,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42820,고성군,4282033000,토성면,4282033023.0,토성면,4282033023200010009,1,대지,1,9.0,강원도 고성군 토성면 아야진리 1-9,428204502471,강원도 고성군 토성면 아야진해변길,103,1.0,4282033023100010009013058,,강원도 고성군 토성면 아야진해변길 103-1,219833,24756.0,,,,128.556016946063,38.2741229846393
22279,24562665,나은메디헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900200040066,1,대지,4,66.0,강원도 태백시 화전동 4-66,421904466155,강원도 태백시 외솔배기길,143,,4219010900100040066003439,,강원도 태백시 외솔배기길 143,235020,26005.0,,,,128.979045636114,37.1800396580751
22934,21663339,수달레져,,P,스포츠,P03,실외운동시설,P03A19,래프팅,R91239,기타 수상오락 서비스업,42,강원도,42750,영월군,4275025000,영월읍,4275025026.0,영월읍,4275025026205230001,1,대지,523,1.0,강원도 영월군 영월읍 거운리 523-1,427503227008,강원도 영월군 영월읍 동강로,871,11.0,4275025026105230001015703,,강원도 영월군 영월읍 동강로 871-11,230890,26222.0,,,,128.511705010901,37.2356862626454
23641,20181023,헬스스타,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700200720003,1,대지,72,3.0,강원도 원주시 단구동 72-3,421303219003,강원도 원주시 강변로,153,,4213010700100720003002193,,강원도 원주시 강변로 153,220940,26452.0,,2,,127.967466972026,37.3228174151417
23690,27837898,휘닉스골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42770,정선군,4277025300,고한읍,4277025321.0,고한읍,4277025321200910000,2,산,91,,강원도 정선군 고한읍 고한리 산91,427704487016,강원도 정선군 고한읍 고토일길,50,35.0,4277025321200910000000001,,강원도 정선군 고한읍 고토일길 50-35,233811,26155.0,,,,128.836979814812,37.2189028373941
24096,22163129,빠딴잘리요가,,P,스포츠,P01,운영관리시설,P01A99,기타운영설비,R91139,그외 기타 스포츠시설 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700215110001,1,대지,1511,1.0,강원도 원주시 단구동 1511-1,421302219001,강원도 원주시 서원대로,392,,4213010700115110001000001,,강원도 원주시 서원대로 392,220944,26484.0,,,,127.948448837092,37.3310378412266
24486,27850943,대한스쿼시클럽,,P,스포츠,P02,실내운동시설,P02A25,스쿼시장,R91139,그외 기타 스포츠시설 운영업,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300211550000,1,대지,1155,,강원도 춘천시 퇴계동 1155,421104454550,강원도 춘천시 우묵들길,24,,4211012300100000000000215,,강원도 춘천시 우묵들길 24,200943,24367.0,,4,,127.724786764509,37.8663526363716
24871,16302210,원주스크린테니스스쿨,,P,스포츠,P03,실외운동시설,P03A10,테니스장,R91139,그외 기타 스포츠시설 운영업,42,강원도,42130,원주시,4213067500,반곡관설동,4213011700.0,반곡동,4213011700219010001,1,대지,1901,1.0,강원도 원주시 반곡동 1901-1,421303219085,강원도 원주시 양지로,70,,4213011700119010001000001,,강원도 원주시 양지로 70,220170,26462.0,,,,127.985745199774,37.3274347408775
25273,21649782,오케이래프팅,,P,스포츠,P03,실외운동시설,P03A19,래프팅,R91239,기타 수상오락 서비스업,42,강원도,42750,영월군,4275025000,영월읍,4275025025.0,영월읍,4275025025216040000,1,대지,1604,,강원도 영월군 영월읍 삼옥리 1604,427503227008,강원도 영월군 영월읍 동강로,222,,4275025025115790007015945,,강원도 영월군 영월읍 동강로 222,230888,26223.0,,,,128.507963829503,37.2004774894422
25678,28080611,강원도태권도협회,,P,스포츠,P01,운영관리시설,P01A00,운동경기협회,R91199,그외 기타 스포츠 서비스업,42,강원도,42110,춘천시,4211057000,근화동,4211011700.0,근화동,4211011700207480007,1,대지,748,7.0,강원도 춘천시 근화동 748-7,421104454498,강원도 춘천시 영서로2434번길,9,7.0,4211011700107480007010237,,강원도 춘천시 영서로2434번길 9-7,200931,24246.0,,,,127.712301299238,37.8766395725281
25811,20755906,스마일헐스크럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215064500,성덕동,4215012500.0,입암동,4215012500204290002,1,대지,429,2.0,강원도 강릉시 입암동 429-2,421503220035,강원도 강릉시 입암로,51,,4215012500104290002028617,,강원도 강릉시 입암로 51,210935,25583.0,,,,128.912518544267,37.7516920771676
26425,24875284,마이요가피티,,P,스포츠,P01,운영관리시설,P01A99,기타운영설비,R91139,그외 기타 스포츠시설 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800215030012,1,대지,1503,12.0,강원도 속초시 조양동 1503-12,422102000023,강원도 속초시 동해대로,4113,,4221010800115030012000317,,강원도 속초시 동해대로 4113,217813,24874.0,,4,,128.584321368009,38.1892767269615
26494,21672371,제이엠골프피팅센터,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42210,속초시,4221057000,노학동,4221010600.0,교동,4221010600209450000,1,대지,945,,강원도 속초시 교동 945,422102000023,강원도 속초시 동해대로,4325,,4221010600109450000016438,,강원도 속초시 동해대로 4325,217806,24862.0,,,,128.569208767341,38.2012257569918
26638,24503727,골드헬스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42230,삼척시,4223051000,남양동,4223012000.0,남양동,4223012000200940009,1,대지,94,9.0,강원도 삼척시 남양동 94-9,422303224040,강원도 삼척시 중앙로,191,,4223012000100940009000001,,강원도 삼척시 중앙로 191,245936,25920.0,,,,129.16747231145,37.4403363919275
26980,21576719,양구군체육회,,P,스포츠,P01,운영관리시설,P01A00,운동경기협회,R91199,그외 기타 스포츠 서비스업,42,강원도,42800,양구군,4280025000,양구읍,4280025021.0,양구읍,4280025021205050000,1,대지,505,,강원도 양구군 양구읍 상리 505,428004496082,강원도 양구군 양구읍 양록길23번길,17,,4280025021005050000005115,문화체육회관,강원도 양구군 양구읍 양록길23번길 17,255804,24528.0,,,,127.984363245245,38.1083611435448
27848,8651747,샵스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42130,원주시,4213054100,명륜1동,4213010600.0,명륜동,4213010600202830006,1,대지,283,6.0,강원도 원주시 명륜동 283-6,421304457104,강원도 원주시 남원로602번길,4,,4213010600102860001000001,,강원도 원주시 남원로602번길 4,220040,26446.0,,,,127.950566714618,37.3365805976931
27975,12559934,FUNCLIMBING,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42210,속초시,4221056000,교동,4221010600.0,교동,4221010600207800042,1,대지,780,42.0,강원도 속초시 교동 780-42,422103223002,강원도 속초시 교동로,82,,4221010600107800042004519,,강원도 속초시 교동로 82,217805,24839.0,,1,,128.576966222031,38.2061972828009
28661,24370954,영월동강아리랑래프팅,,P,스포츠,P01,운영관리시설,P01A99,기타운영설비,R91139,그외 기타 스포츠시설 운영업,42,강원도,42750,영월군,4275025000,영월읍,4275025024.0,영월읍,4275025024205070004,1,대지,507,4.0,강원도 영월군 영월읍 덕포리 507-4,427503227017,강원도 영월군 영월읍 영월로,2100,,4275025024105070004022716,강원영월경찰서역전치안센터,강원도 영월군 영월읍 영월로 2100,230802,26229.0,,,,128.479921595737,37.1821212895516
28764,24682896,태권도강일체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42150,강릉시,4215056000,교2동,4215011000.0,교동,4215011000207990001,1,대지,799,1.0,강원도 강릉시 교동 799-1,421503220032,강원도 강릉시 율곡로,2950,,4215011000107990001009549,,강원도 강릉시 율곡로 2950,210100,25490.0,2,,,128.891718353201,37.7659072179302
28831,26018207,강변스크린실내연습장,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42110,춘천시,4211031000,동면,4211031023.0,동면,4211031023107510002,1,대지,751,2.0,강원도 춘천시 동면 장학리 751-2,421103218022,강원도 춘천시 동면 소양강로,178,,4211031023107510003000001,,강원도 춘천시 동면 소양강로 178,200853,24210.0,,,,127.751167814202,37.9031642514317
28969,22390694,평창군체육회,,P,스포츠,P01,운영관리시설,P01A00,운동경기협회,R91199,그외 기타 스포츠 서비스업,42,강원도,42760,평창군,4276025000,평창읍,4276025025.0,평창읍,4276025025205960003,1,대지,596,3.0,강원도 평창군 평창읍 종부리 596-3,427603228023,강원도 평창군 평창읍 종부로,69,27.0,4276025025105960003131831,평창종합운동장,강원도 평창군 평창읍 종부로 69-27,232809,25377.0,,,,128.39188973836,37.3594878506004
29476,21668758,무궁화스크린골프,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42130,원주시,4213025000,문막읍,4213025022.0,문막읍,4213025022215340005,1,대지,1534,5.0,강원도 원주시 문막읍 동화리 1534-5,421304457168,강원도 원주시 문막읍 동화초교길,4,,4213025022115340005000001,,강원도 원주시 문막읍 동화초교길 4,220801,26367.0,,,,127.828502962452,37.3268067000632
29710,20715489,FLExGYM,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300202480001,1,대지,248,1.0,강원도 춘천시 퇴계동 248-1,421104848077,강원도 춘천시 영서로2141번길,7,,4211012300102480001007885,,강원도 춘천시 영서로2141번길 7,200943,24432.0,,3,,127.73496921864,37.8571764713705
