,상세도로망_링크ID,노선번호,링크 길이,도로명,시도명,시군구명,시간적 범위,평일주말,당일최대정체길이
1395,2710018500,3,,중부고속도로,강원도,,전일,평일,3
1396,2770184300,2,,영동고속도로,강원도,,전일,평일,2
1397,2770184700,2,,영동고속도로,강원도,,전일,평일,12
1398,3550732701,1,,경부고속도로,강원도,,전일,평일,11
1399,2450132601,1,,경부고속도로,강원도,,전일,평일,8
1400,2710582400,5,,중부내륙고속도로,강원도,,전일,평일,2
1401,2790616400,5,,중부내륙고속도로,강원도,,전일,평일,0
1402,2950192200,4,,서해안고속도로,강원도,,전일,평일,0
1403,2950192600,4,,서해안고속도로,강원도,,전일,평일,8
1404,2710582400,3,,중부고속도로,강원도,,전일,평일,7
1405,2790616400,3,,중부고속도로,강원도,,전일,평일,5
1406,2770185101,2,,영동고속도로,강원도,,전일,평일,9
1407,2770185300,2,,영동고속도로,강원도,,전일,평일,0
1408,3530477501,1,,경부고속도로,강원도,,전일,평일,4
1409,2450132901,1,,경부고속도로,강원도,,전일,평일,3
1410,2810023602,5,,중부내륙고속도로,강원도,,전일,평일,5
1411,2810024600,5,,중부내륙고속도로,강원도,,전일,평일,2
1412,2970002700,4,,서해안고속도로,강원도,,전일,평일,3
1413,2970014900,4,,서해안고속도로,강원도,,전일,평일,2
1414,2810023602,3,,중부고속도로,강원도,,전일,평일,0
1415,2810024600,3,,중부고속도로,강원도,,전일,평일,7
1416,2770185700,2,,영동고속도로,강원도,,전일,평일,0
1417,2770326400,2,,영동고속도로,강원도,,전일,평일,6
1418,3530477601,1,,경부고속도로,강원도,,전일,평일,4
1419,2450132701,1,,경부고속도로,강원도,,전일,평일,12
1420,2810030921,5,,중부내륙고속도로,강원도,,전일,평일,1
1421,2810049800,5,,중부내륙고속도로,강원도,,전일,평일,0
1422,2970017100,4,,서해안고속도로,강원도,,전일,평일,0
1423,2333363900,4,,서해안고속도로,강원도,,전일,평일,10
1424,2810030921,3,,중부고속도로,강원도,,전일,평일,0
1425,2810049800,3,,중부고속도로,강원도,,전일,평일,3
1426,2770326800,2,,영동고속도로,강원도,,전일,평일,16
1427,2770336800,2,,영동고속도로,강원도,,전일,평일,5
1428,3550732701,1,,경부고속도로,강원도,,전일,평일,8
1429,2450132601,1,,경부고속도로,강원도,,전일,평일,0
1430,2810460000,5,,중부내륙고속도로,강원도,,전일,평일,4
1431,2810460400,5,,중부내륙고속도로,강원도,,전일,평일,0
1432,2333472400,4,,서해안고속도로,강원도,,전일,평일,0
1433,2970247800,4,,서해안고속도로,강원도,,전일,평일,18
1434,2810460000,3,,중부고속도로,강원도,,전일,평일,14
1435,2810460400,3,,중부고속도로,강원도,,전일,평일,2
1436,2770340600,2,,영동고속도로,강원도,,전일,평일,16
1437,2770345400,2,,영동고속도로,강원도,,전일,평일,2
1438,3530477501,1,,경부고속도로,강원도,,전일,평일,17
1439,2450132901,1,,경부고속도로,강원도,,전일,평일,8
1440,2810744200,5,,중부내륙고속도로,강원도,,전일,주말,1
1441,2810747600,5,,중부내륙고속도로,강원도,,전일,주말,0
1442,2970248000,4,,서해안고속도로,강원도,,전일,주말,8
1443,2970248400,4,,서해안고속도로,강원도,,전일,주말,1
1444,2810744200,3,,중부고속도로,강원도,,전일,주말,12
1445,2810747600,3,,중부고속도로,강원도,,전일,주말,6
1446,2770346600,2,,영동고속도로,강원도,,전일,주말,1
1447,2770353600,2,,영동고속도로,강원도,,전일,주말,20
1448,3530477601,1,,경부고속도로,강원도,,전일,주말,10
1449,2450132701,1,,경부고속도로,강원도,,전일,주말,23
1450,2840156700,5,,중부내륙고속도로,강원도,,전일,주말,4
1451,2840197900,5,,중부내륙고속도로,강원도,,전일,주말,2
1452,2334281900,4,,서해안고속도로,강원도,,전일,주말,1
1453,3000011800,4,,서해안고속도로,강원도,,전일,주말,19
1454,2840156700,3,,중부고속도로,강원도,,전일,주말,2
1455,2840197900,3,,중부고속도로,강원도,,전일,주말,11
1456,2770360000,2,,영동고속도로,강원도,,전일,주말,29
1457,2770377400,2,,영동고속도로,강원도,,전일,주말,0
1458,3550732701,1,,경부고속도로,강원도,,전일,주말,18
1459,2450132601,1,,경부고속도로,강원도,,전일,주말,4
1460,2840200700,5,,중부내륙고속도로,강원도,,전일,평일,0
1461,2840243100,5,,중부내륙고속도로,강원도,,전일,평일,0
1462,3000012711,4,,서해안고속도로,강원도,,전일,평일,9
1463,3000012821,4,,서해안고속도로,강원도,,전일,평일,3
1464,2840200700,3,,중부고속도로,강원도,,전일,평일,1
1465,2840243100,3,,중부고속도로,강원도,,전일,평일,8
1466,2770378600,2,,영동고속도로,강원도,,전일,평일,6
1467,2770379200,2,,영동고속도로,강원도,,전일,평일,6
1468,3530477501,1,,경부고속도로,강원도,,전일,평일,12
1469,2450132901,1,,경부고속도로,강원도,,전일,평일,4
1470,2840263400,5,,중부내륙고속도로,강원도,,전일,평일,0
1471,2840265200,5,,중부내륙고속도로,강원도,,전일,평일,3
1472,3000022600,4,,서해안고속도로,강원도,,전일,평일,0
1473,3000025200,4,,서해안고속도로,강원도,,전일,평일,9
1474,2840263400,3,,중부고속도로,강원도,,전일,평일,0
1475,2840265200,3,,중부고속도로,강원도,,전일,평일,0
1476,2770382400,2,,영동고속도로,강원도,,전일,평일,8
1477,2770380500,2,,영동고속도로,강원도,,전일,평일,0
1478,3530477601,1,,경부고속도로,강원도,,전일,평일,10
1479,2450132701,1,,경부고속도로,강원도,,전일,평일,0
1480,2840274400,5,,중부내륙고속도로,강원도,,전일,평일,0
1481,2840276000,5,,중부내륙고속도로,강원도,,전일,평일,3
1482,3000027002,4,,서해안고속도로,강원도,,전일,평일,0
1483,3000038300,4,,서해안고속도로,강원도,,전일,평일,11
1484,2840274400,3,,중부고속도로,강원도,,전일,평일,0
1485,2840276000,3,,중부고속도로,강원도,,전일,평일,0
1486,2770381700,2,,영동고속도로,강원도,,전일,평일,11
1487,2770382600,2,,영동고속도로,강원도,,전일,평일,0
1488,3550732701,1,,경부고속도로,강원도,,전일,평일,11
1489,2450132601,1,,경부고속도로,강원도,,전일,평일,0
1490,2840285200,5,,중부내륙고속도로,강원도,,전일,평일,0
1491,2840287100,5,,중부내륙고속도로,강원도,,전일,평일,2
1492,3000037400,4,,서해안고속도로,강원도,,전일,평일,0
1493,3000039202,4,,서해안고속도로,강원도,,전일,평일,14
1494,2840285200,3,,중부고속도로,강원도,,전일,평일,0
1495,2840287100,3,,중부고속도로,강원도,,전일,평일,1
1496,1650003400,2,,영동고속도로,강원도,,전일,평일,12
1497,1650005100,2,,영동고속도로,강원도,,전일,평일,0
1498,3530477501,1,,경부고속도로,강원도,,전일,평일,16
1499,2450132901,1,,경부고속도로,강원도,,전일,평일,3
1500,2840292300,5,,중부내륙고속도로,강원도,,전일,평일,0
1501,2840292800,5,,중부내륙고속도로,강원도,,전일,평일,0
1502,3000464800,4,,서해안고속도로,강원도,,전일,평일,0
1503,3070023500,4,,서해안고속도로,강원도,,전일,평일,16
1504,2840292300,3,,중부고속도로,강원도,,전일,평일,6
1505,2840292800,3,,중부고속도로,강원도,,전일,평일,8
1506,3580402200,2,,영동고속도로,강원도,,전일,평일,15
1507,3580407800,2,,영동고속도로,강원도,,전일,평일,2
1508,3530477601,1,,경부고속도로,강원도,,전일,평일,10
1509,2450132701,1,,경부고속도로,강원도,,전일,평일,15
1510,2840294000,5,,중부내륙고속도로,강원도,,전일,주말,0
1511,2840294400,5,,중부내륙고속도로,강원도,,전일,주말,0
1512,3070036700,4,,서해안고속도로,강원도,,전일,주말,4
1513,3070049306,4,,서해안고속도로,강원도,,전일,주말,2
1514,2840294000,3,,중부고속도로,강원도,,전일,주말,10
1515,2840294400,3,,중부고속도로,강원도,,전일,주말,1
1516,2370012200,2,,영동고속도로,강원도,,전일,주말,0
1517,2370015400,2,,영동고속도로,강원도,,전일,주말,19
1518,3550732701,1,,경부고속도로,강원도,,전일,주말,11
1519,2450132601,1,,경부고속도로,강원도,,전일,주말,24
1520,2300036800,5,,중부내륙고속도로,강원도,,전일,주말,0
1521,2270000902,5,,중부내륙고속도로,강원도,,전일,주말,1
1522,3070051900,4,,서해안고속도로,강원도,,전일,주말,0
1523,3070052700,4,,서해안고속도로,강원도,,전일,주말,18
1524,2300036800,3,,중부고속도로,강원도,,전일,주말,0
1525,2270000902,3,,중부고속도로,강원도,,전일,주말,7
1526,2370016400,2,,영동고속도로,강원도,,전일,주말,27
1527,2370017000,2,,영동고속도로,강원도,,전일,주말,0
1528,3530477501,1,,경부고속도로,강원도,,전일,주말,20
1529,2450132901,1,,경부고속도로,강원도,,전일,주말,5
1530,2270004600,5,,중부내륙고속도로,강원도,,전일,평일,0
1531,2270005500,5,,중부내륙고속도로,강원도,,전일,평일,0
1532,3070053100,4,,서해안고속도로,강원도,,전일,평일,9
1533,3070053500,4,,서해안고속도로,강원도,,전일,평일,3
1534,2270004600,3,,중부고속도로,강원도,,전일,평일,0
1535,2270005500,3,,중부고속도로,강원도,,전일,평일,6
1536,2370181700,2,,영동고속도로,강원도,,전일,평일,2
1537,2370184300,2,,영동고속도로,강원도,,전일,평일,9
1538,3530477601,1,,경부고속도로,강원도,,전일,평일,13
1539,2450132701,1,,경부고속도로,강원도,,전일,평일,10
1540,2270061800,5,,중부내륙고속도로,강원도,,전일,평일,3
1541,2270062200,5,,중부내륙고속도로,강원도,,전일,평일,1
1542,3070229600,4,,서해안고속도로,강원도,,전일,평일,11
1543,2420158100,4,,서해안고속도로,강원도,,전일,평일,2
1544,2270061800,3,,중부고속도로,강원도,,전일,평일,1
1545,2270062200,3,,중부고속도로,강원도,,전일,평일,0
1546,2370602300,2,,영동고속도로,강원도,,전일,평일,1
1547,2370604100,2,,영동고속도로,강원도,,전일,평일,7
1548,3550732701,1,,경부고속도로,강원도,,전일,평일,4
1549,2450132601,1,,경부고속도로,강원도,,전일,평일,12
1550,2270544500,5,,중부내륙고속도로,강원도,,전일,평일,0
1551,2270546000,5,,중부내륙고속도로,강원도,,전일,평일,1
1552,2420165200,4,,서해안고속도로,강원도,,전일,평일,0
1553,2420171700,4,,서해안고속도로,강원도,,전일,평일,22
1554,2270544500,3,,중부고속도로,강원도,,전일,평일,16
1555,2270546000,3,,중부고속도로,강원도,,전일,평일,9
1556,2370603400,2,,영동고속도로,강원도,,전일,평일,19
1557,2370603900,2,,영동고속도로,강원도,,전일,평일,2
1558,3530477501,1,,경부고속도로,강원도,,전일,평일,30
1559,2450132901,1,,경부고속도로,강원도,,전일,평일,3
1560,2300019400,5,,중부내륙고속도로,강원도,,전일,평일,0
1561,2300026300,5,,중부내륙고속도로,강원도,,전일,평일,0
1562,3070245600,4,,서해안고속도로,강원도,,전일,평일,12
1563,3070260000,4,,서해안고속도로,강원도,,전일,평일,2
1564,2300019400,3,,중부고속도로,강원도,,전일,평일,9
1565,2300026300,3,,중부고속도로,강원도,,전일,평일,1
1566,2430189900,2,,영동고속도로,강원도,,전일,평일,0
1567,2430198000,2,,영동고속도로,강원도,,전일,평일,29
1568,3530477601,1,,경부고속도로,강원도,,전일,평일,3
1569,2450132701,1,,경부고속도로,강원도,,전일,평일,33
1570,2300032801,5,,중부내륙고속도로,강원도,,전일,평일,0
1571,2300036100,5,,중부내륙고속도로,강원도,,전일,평일,0
1572,3070261500,4,,서해안고속도로,강원도,,전일,평일,0
1573,3070564400,4,,서해안고속도로,강원도,,전일,평일,8
1574,2300032801,3,,중부고속도로,강원도,,전일,평일,0
1575,2300036100,3,,중부고속도로,강원도,,전일,평일,0
1576,2430202800,2,,영동고속도로,강원도,,전일,평일,5
1577,2430219600,2,,영동고속도로,강원도,,전일,평일,0
1578,3550732701,1,,경부고속도로,강원도,,전일,평일,7
1579,2450132601,1,,경부고속도로,강원도,,전일,평일,11
1580,2300035700,5,,중부내륙고속도로,강원도,,전일,주말,0
1581,2300041221,5,,중부내륙고속도로,강원도,,전일,주말,1
1582,3110037900,4,,서해안고속도로,강원도,,전일,주말,2
1583,3110037800,4,,서해안고속도로,강원도,,전일,주말,19
1584,2300035700,3,,중부고속도로,강원도,,전일,주말,4
1585,2300041221,3,,중부고속도로,강원도,,전일,주말,10
1586,2430220000,2,,영동고속도로,강원도,,전일,주말,32
1587,2430221200,2,,영동고속도로,강원도,,전일,주말,0
1588,3530477501,1,,경부고속도로,강원도,,전일,주말,9
1589,2450132901,1,,경부고속도로,강원도,,전일,주말,8
1590,2300552400,5,,중부내륙고속도로,강원도,,전일,주말,2
1591,2300553000,5,,중부내륙고속도로,강원도,,전일,주말,3
1592,3110349200,4,,서해안고속도로,강원도,,전일,주말,0
1593,3110350000,4,,서해안고속도로,강원도,,전일,주말,21
1594,2300552400,3,,중부고속도로,강원도,,전일,주말,0
1595,2300553000,3,,중부고속도로,강원도,,전일,주말,16
1596,2430224300,2,,영동고속도로,강원도,,전일,주말,29
1597,2430228200,2,,영동고속도로,강원도,,전일,주말,0
1598,3530477601,1,,경부고속도로,강원도,,전일,주말,28
1599,2450132701,1,,경부고속도로,강원도,,전일,주말,5
1600,2300605800,5,,중부내륙고속도로,강원도,,전일,평일,0
1601,2300606200,5,,중부내륙고속도로,강원도,,전일,평일,0
1602,3180013600,4,,서해안고속도로,강원도,,전일,평일,4
1603,3180013200,4,,서해안고속도로,강원도,,전일,평일,5
1604,2300605800,3,,중부고속도로,강원도,,전일,평일,1
1605,2300606200,3,,중부고속도로,강원도,,전일,평일,7
1606,2430245000,2,,영동고속도로,강원도,,전일,평일,2
1607,2440166600,2,,영동고속도로,강원도,,전일,평일,10
1608,3550732701,1,,경부고속도로,강원도,,전일,평일,12
1609,2450132601,1,,경부고속도로,강원도,,전일,평일,8
1610,2300606600,5,,중부내륙고속도로,강원도,,전일,평일,0
1611,2300698500,5,,중부내륙고속도로,강원도,,전일,평일,7
1612,3180020801,4,,서해안고속도로,강원도,,전일,평일,8
1613,3180026800,4,,서해안고속도로,강원도,,전일,평일,3
1614,2300606600,3,,중부고속도로,강원도,,전일,평일,0
1615,2300698500,3,,중부고속도로,강원도,,전일,평일,0
1616,2440178600,2,,영동고속도로,강원도,,전일,평일,0
1617,2440179600,2,,영동고속도로,강원도,,전일,평일,6
1618,3530477501,1,,경부고속도로,강원도,,전일,평일,5
1619,2450132901,1,,경부고속도로,강원도,,전일,평일,15
1620,2300701300,5,,중부내륙고속도로,강원도,,전일,평일,1
1621,2310050400,5,,중부내륙고속도로,강원도,,전일,평일,8
1622,3180027600,4,,서해안고속도로,강원도,,전일,평일,0
1623,3180039500,4,,서해안고속도로,강원도,,전일,평일,14
1624,2300701300,3,,중부고속도로,강원도,,전일,평일,0
1625,2310050400,3,,중부고속도로,강원도,,전일,평일,5
1626,2440180700,2,,영동고속도로,강원도,,전일,평일,7
1627,2440187100,2,,영동고속도로,강원도,,전일,평일,0
1628,3530477601,1,,경부고속도로,강원도,,전일,평일,9
1629,2450132701,1,,경부고속도로,강원도,,전일,평일,9
1630,2310051400,5,,중부내륙고속도로,강원도,,전일,평일,1
1631,2790014500,5,,중부내륙고속도로,강원도,,전일,평일,4
1632,2130402500,4,,서해안고속도로,강원도,,전일,평일,1
1633,2140016202,4,,서해안고속도로,강원도,,전일,평일,10
1634,2310051400,3,,중부고속도로,강원도,,전일,평일,0
1635,2790014500,3,,중부고속도로,강원도,,전일,평일,3
1636,2440188200,2,,영동고속도로,강원도,,전일,평일,9
1637,2510025500,2,,영동고속도로,강원도,,전일,평일,0
1638,3550732701,1,,경부고속도로,강원도,,전일,평일,19
1639,2450132601,1,,경부고속도로,강원도,,전일,평일,2
1640,2790014900,5,,중부내륙고속도로,강원도,,전일,평일,0
1641,2790015523,5,,중부내륙고속도로,강원도,,전일,평일,1
1642,2140018600,4,,서해안고속도로,강원도,,전일,평일,0
1643,2140027401,4,,서해안고속도로,강원도,,전일,평일,17
1644,2790014900,3,,중부고속도로,강원도,,전일,평일,20
1645,2790015523,3,,중부고속도로,강원도,,전일,평일,11
1646,2510026900,2,,영동고속도로,강원도,,전일,평일,17
1647,2510030512,2,,영동고속도로,강원도,,전일,평일,2
1648,3530477501,1,,경부고속도로,강원도,,전일,평일,21
1649,2450132901,1,,경부고속도로,강원도,,전일,평일,13
1650,2340005700,5,,중부내륙고속도로,강원도,,전일,주말,0
1651,2340006600,5,,중부내륙고속도로,강원도,,전일,주말,1
1652,2140043600,4,,서해안고속도로,강원도,,전일,주말,8
1653,2140957400,4,,서해안고속도로,강원도,,전일,주말,2
1654,2340005700,3,,중부고속도로,강원도,,전일,주말,2
1655,2340006600,3,,중부고속도로,강원도,,전일,주말,4
1656,2510030631,2,,영동고속도로,강원도,,전일,주말,4
1657,2510049300,2,,영동고속도로,강원도,,전일,주말,21
1658,3530477601,1,,경부고속도로,강원도,,전일,주말,10
1659,2450132701,1,,경부고속도로,강원도,,전일,주말,17
1660,2340007811,5,,중부내륙고속도로,강원도,,전일,주말,0
1661,2340034300,5,,중부내륙고속도로,강원도,,전일,주말,1
1662,2160012301,4,,서해안고속도로,강원도,,전일,주말,2
1663,2160016300,4,,서해안고속도로,강원도,,전일,주말,21
1664,2340007811,3,,중부고속도로,강원도,,전일,주말,0
1665,2340034300,3,,중부고속도로,강원도,,전일,주말,14
1666,2510051121,2,,영동고속도로,강원도,,전일,주말,25
1667,2510055600,2,,영동고속도로,강원도,,전일,주말,0
1668,3550732701,1,,경부고속도로,강원도,,전일,주말,15
1669,2450132601,1,,경부고속도로,강원도,,전일,주말,3
1670,2340034700,5,,중부내륙고속도로,강원도,,전일,평일,0
1671,2340288300,5,,중부내륙고속도로,강원도,,전일,평일,0
1672,2160018002,4,,서해안고속도로,강원도,,전일,평일,8
1673,4050155902,4,,서해안고속도로,강원도,,전일,평일,3
1674,2340034700,3,,중부고속도로,강원도,,전일,평일,0
1675,2340288300,3,,중부고속도로,강원도,,전일,평일,2
1676,2510056800,2,,영동고속도로,강원도,,전일,평일,8
1677,3110320700,2,,영동고속도로,강원도,,전일,평일,10
1678,3530477501,1,,경부고속도로,강원도,,전일,평일,10
1679,2450132901,1,,경부고속도로,강원도,,전일,평일,14
1680,2340606000,5,,중부내륙고속도로,강원도,,전일,평일,0
1681,2340607800,5,,중부내륙고속도로,강원도,,전일,평일,0
1682,4050158000,4,,서해안고속도로,강원도,,전일,평일,2
1683,4050164400,4,,서해안고속도로,강원도,,전일,평일,5
1684,2340606000,3,,중부고속도로,강원도,,전일,평일,6
1685,2340607800,3,,중부고속도로,강원도,,전일,평일,0
1686,2511022500,2,,영동고속도로,강원도,,전일,평일,2
1687,2520010101,2,,영동고속도로,강원도,,전일,평일,1
1688,3530477601,1,,경부고속도로,강원도,,전일,평일,10
1689,2450132701,1,,경부고속도로,강원도,,전일,평일,4
1690,2710002601,5,,중부내륙고속도로,강원도,,전일,평일,0
1691,2710018200,5,,중부내륙고속도로,강원도,,전일,평일,0
1692,4050179300,4,,서해안고속도로,강원도,,전일,평일,0
1693,4050201700,4,,서해안고속도로,강원도,,전일,평일,7
1694,2710002601,3,,중부고속도로,강원도,,전일,평일,0
1695,2710018200,3,,중부고속도로,강원도,,전일,평일,9
1696,2520013902,2,,영동고속도로,강원도,,전일,평일,5
1697,2000003100,2,,영동고속도로,강원도,,전일,평일,0
1698,3550732701,1,,경부고속도로,강원도,,전일,평일,5
1699,2450132601,1,,경부고속도로,강원도,,전일,평일,5
1700,2710018600,5,,중부내륙고속도로,강원도,,전일,평일,0
1701,2710656600,5,,중부내륙고속도로,강원도,,전일,평일,0
1702,4050206003,4,,서해안고속도로,강원도,,전일,평일,0
1703,4050297300,4,,서해안고속도로,강원도,,전일,평일,16
1704,2710018600,3,,중부고속도로,강원도,,전일,평일,1
1705,2710656600,3,,중부고속도로,강원도,,전일,평일,4
1706,2000003800,2,,영동고속도로,강원도,,전일,평일,11
1707,2000004200,2,,영동고속도로,강원도,,전일,평일,2
1708,3530477501,1,,경부고속도로,강원도,,전일,평일,18
1709,2450132901,1,,경부고속도로,강원도,,전일,평일,2
1710,2810023601,5,,중부내륙고속도로,강원도,,전일,평일,0
1711,2810024300,5,,중부내륙고속도로,강원도,,전일,평일,1
1712,2160389200,4,,서해안고속도로,강원도,,전일,평일,0
1713,1160029400,4,,서해안고속도로,강원도,,전일,평일,23
1714,2810023601,3,,중부고속도로,강원도,,전일,평일,18
1715,2810024300,3,,중부고속도로,강원도,,전일,평일,9
1716,2007022600,2,,영동고속도로,강원도,,전일,평일,20
1717,2030004400,2,,영동고속도로,강원도,,전일,평일,1
1718,3530477601,1,,경부고속도로,강원도,,전일,평일,20
1719,2450132701,1,,경부고속도로,강원도,,전일,평일,11
1720,2810024700,5,,중부내륙고속도로,강원도,,전일,주말,0
1721,2810031012,5,,중부내륙고속도로,강원도,,전일,주말,0
1722,1160034900,4,,서해안고속도로,강원도,,전일,주말,9
1723,1160042900,4,,서해안고속도로,강원도,,전일,주말,3
1724,2810024700,3,,중부고속도로,강원도,,전일,주말,2
1725,2810031012,3,,중부고속도로,강원도,,전일,주말,5
1726,2030005000,2,,영동고속도로,강원도,,전일,주말,2
1727,2030047900,2,,영동고속도로,강원도,,전일,주말,24
1728,3550732701,1,,경부고속도로,강원도,,전일,주말,15
1729,2450132601,1,,경부고속도로,강원도,,전일,주말,21
1730,2810459700,5,,중부내륙고속도로,강원도,,전일,주말,0
1731,2810460100,5,,중부내륙고속도로,강원도,,전일,주말,3
1732,1160086601,4,,서해안고속도로,강원도,,전일,주말,1
1733,1160086800,4,,서해안고속도로,강원도,,전일,주말,20
1734,2810459700,3,,중부고속도로,강원도,,전일,주말,1
1735,2810460100,3,,중부고속도로,강원도,,전일,주말,12
1736,2030328500,2,,영동고속도로,강원도,,전일,주말,31
1737,2160016000,2,,영동고속도로,강원도,,전일,주말,0
1738,3530477501,1,,경부고속도로,강원도,,전일,주말,18
1739,2450132901,1,,경부고속도로,강원도,,전일,주말,3
1740,2810460500,5,,중부내륙고속도로,강원도,,전일,평일,0
1741,2810745700,5,,중부내륙고속도로,강원도,,전일,평일,0
1742,1160087201,4,,서해안고속도로,강원도,,전일,평일,9
1743,1160088300,4,,서해안고속도로,강원도,,전일,평일,3
1744,2810460500,3,,중부고속도로,강원도,,전일,평일,0
1745,2810745700,3,,중부고속도로,강원도,,전일,평일,12
1746,2160016800,2,,영동고속도로,강원도,,전일,평일,3
1747,2160017200,2,,영동고속도로,강원도,,전일,평일,11
1748,3530477601,1,,경부고속도로,강원도,,전일,평일,13
1749,2450132701,1,,경부고속도로,강원도,,전일,평일,8
1750,2810749000,5,,중부내륙고속도로,강원도,,전일,평일,2
1751,2840172100,5,,중부내륙고속도로,강원도,,전일,평일,2
1752,1170000300,4,,서해안고속도로,강원도,,전일,평일,0
1753,2240002901,4,,서해안고속도로,강원도,,전일,평일,9
1754,2810749000,3,,중부고속도로,강원도,,전일,평일,4
1755,2840172100,3,,중부고속도로,강원도,,전일,평일,3
1756,2160017600,2,,영동고속도로,강원도,,전일,평일,14
1757,4160116600,2,,영동고속도로,강원도,,전일,평일,2
1758,3550732701,1,,경부고속도로,강원도,,전일,평일,10
1759,2450132601,1,,경부고속도로,강원도,,전일,평일,0
1760,2840198000,5,,중부내륙고속도로,강원도,,전일,평일,0
1761,2840223200,5,,중부내륙고속도로,강원도,,전일,평일,3
1762,2240004301,4,,서해안고속도로,강원도,,전일,평일,0
1763,2240004501,4,,서해안고속도로,강원도,,전일,평일,16
1764,2840198000,3,,중부고속도로,강원도,,전일,평일,0
1765,2840223200,3,,중부고속도로,강원도,,전일,평일,2
1766,4160117500,2,,영동고속도로,강원도,,전일,평일,12
1767,4160118100,2,,영동고속도로,강원도,,전일,평일,0
1768,3530477501,1,,경부고속도로,강원도,,전일,평일,12
1769,2450132901,1,,경부고속도로,강원도,,전일,평일,4
1770,2840262700,5,,중부내륙고속도로,강원도,,전일,평일,0
1771,2840264500,5,,중부내륙고속도로,강원도,,전일,평일,3
1772,2240004702,4,,서해안고속도로,강원도,,전일,평일,3
1773,2240004803,4,,서해안고속도로,강원도,,전일,평일,10
1774,2840262700,3,,중부고속도로,강원도,,전일,평일,0
1775,2840264500,3,,중부고속도로,강원도,,전일,평일,6
1776,4160124500,2,,영동고속도로,강원도,,전일,평일,6
1777,4160125700,2,,영동고속도로,강원도,,전일,평일,0
1778,3530477601,1,,경부고속도로,강원도,,전일,평일,7
1779,2450132701,1,,경부고속도로,강원도,,전일,평일,2
1780,2840280100,5,,중부내륙고속도로,강원도,,전일,평일,0
1781,2840275100,5,,중부내륙고속도로,강원도,,전일,평일,1
1782,2240005801,4,,서해안고속도로,강원도,,전일,평일,3
1783,2240006200,4,,서해안고속도로,강원도,,전일,평일,16
1784,2840280100,3,,중부고속도로,강원도,,전일,평일,5
1785,2840275100,3,,중부고속도로,강원도,,전일,평일,2
1786,4160127100,2,,영동고속도로,강원도,,전일,평일,17
1787,4160128700,2,,영동고속도로,강원도,,전일,평일,1
1788,3550732701,1,,경부고속도로,강원도,,전일,평일,19
1789,2450132601,1,,경부고속도로,강원도,,전일,평일,13
1790,2840280000,5,,중부내륙고속도로,강원도,,전일,주말,0
1791,2840285300,5,,중부내륙고속도로,강원도,,전일,주말,0
1792,2240007200,4,,서해안고속도로,강원도,,전일,주말,2
1793,2240008300,4,,서해안고속도로,강원도,,전일,주말,12
1794,2840280000,3,,중부고속도로,강원도,,전일,주말,4
1795,2840285300,3,,중부고속도로,강원도,,전일,주말,2
1796,2170017500,2,,영동고속도로,강원도,,전일,주말,10
1797,2170238300,2,,영동고속도로,강원도,,전일,주말,2
1798,3530477501,1,,경부고속도로,강원도,,전일,주말,4
1799,2450132901,1,,경부고속도로,강원도,,전일,주말,14
1800,2840286800,5,,중부내륙고속도로,강원도,,전일,주말,0
1801,2840290000,5,,중부내륙고속도로,강원도,,전일,주말,0
1802,2240009131,4,,서해안고속도로,강원도,,전일,주말,2
1803,2240009231,4,,서해안고속도로,강원도,,전일,주말,15
1804,2840286800,3,,중부고속도로,강원도,,전일,주말,6
1805,2840290000,3,,중부고속도로,강원도,,전일,주말,7
1806,1040020100,2,,영동고속도로,강원도,,전일,주말,37
1807,2240008502,2,,영동고속도로,강원도,,전일,주말,0
1808,3530477601,1,,경부고속도로,강원도,,전일,주말,13
1809,2450132701,1,,경부고속도로,강원도,,전일,주말,3
1810,2840292900,5,,중부내륙고속도로,강원도,,전일,평일,0
1811,2840294100,5,,중부내륙고속도로,강원도,,전일,평일,0
1812,2240010721,4,,서해안고속도로,강원도,,전일,평일,6
1813,3390005800,4,,서해안고속도로,강원도,,전일,평일,5
1814,2840292900,3,,중부고속도로,강원도,,전일,평일,0
1815,2840294100,3,,중부고속도로,강원도,,전일,평일,3
1816,2240011400,2,,영동고속도로,강원도,,전일,평일,5
1817,2240147000,2,,영동고속도로,강원도,,전일,평일,8
1818,3550732701,1,,경부고속도로,강원도,,전일,평일,13
1819,2450132601,1,,경부고속도로,강원도,,전일,평일,7
1820,2840294500,5,,중부내륙고속도로,강원도,,전일,평일,2
1821,2300036900,5,,중부내륙고속도로,강원도,,전일,평일,0
1822,3390007301,4,,서해안고속도로,강원도,,전일,평일,0
1823,3390023100,4,,서해안고속도로,강원도,,전일,평일,9
1824,2840294500,3,,중부고속도로,강원도,,전일,평일,4
1825,2300036900,3,,중부고속도로,강원도,,전일,평일,0
1826,2240149400,2,,영동고속도로,강원도,,전일,평일,9
1827,1220000901,2,,영동고속도로,강원도,,전일,평일,1
1828,3530477501,1,,경부고속도로,강원도,,전일,평일,7
1829,2450132901,1,,경부고속도로,강원도,,전일,평일,2
1830,2270000904,5,,중부내륙고속도로,강원도,,전일,평일,4
1831,2270004700,5,,중부내륙고속도로,강원도,,전일,평일,3
1832,3390024200,4,,서해안고속도로,강원도,,전일,평일,3
