,상세도로망_링크ID,노선번호,링크 길이,도로명,시도명,시군구명,시간적 범위,평일주말,당일최대정체길이
4291,2270544600,5,,중부내륙고속도로,강원도,,전일,평일,1
4292,2334318001,4,,서해안고속도로,강원도,,전일,평일,2
4293,2334315701,4,,서해안고속도로,강원도,,전일,평일,11
4294,2270062300,3,,중부고속도로,강원도,,전일,평일,0
4295,2270544600,3,,중부고속도로,강원도,,전일,평일,0
4296,2600573200,2,,영동고속도로,강원도,,전일,평일,1
4297,2600929600,2,,영동고속도로,강원도,,전일,평일,8
4298,3530477601,1,,경부고속도로,강원도,,전일,평일,4
4299,2450132701,1,,경부고속도로,강원도,,전일,평일,12
4300,2270546100,5,,중부내륙고속도로,강원도,,전일,평일,0
4301,2300019500,5,,중부내륙고속도로,강원도,,전일,평일,0
4302,2334317601,4,,서해안고속도로,강원도,,전일,평일,4
4303,2141011501,4,,서해안고속도로,강원도,,전일,평일,7
4304,2270546100,3,,중부고속도로,강원도,,전일,평일,6
4305,2300019500,3,,중부고속도로,강원도,,전일,평일,5
4306,2770003400,2,,영동고속도로,강원도,,전일,평일,10
4307,2770003800,2,,영동고속도로,강원도,,전일,평일,5
4308,3550732701,1,,경부고속도로,강원도,,전일,평일,15
4309,2450132601,1,,경부고속도로,강원도,,전일,평일,12
4310,2300029200,5,,중부내륙고속도로,강원도,,전일,평일,0
4311,2300032802,5,,중부내륙고속도로,강원도,,전일,평일,0
4312,2334347301,4,,서해안고속도로,강원도,,전일,평일,0
4313,2334347501,4,,서해안고속도로,강원도,,전일,평일,11
4314,2300029200,3,,중부고속도로,강원도,,전일,평일,0
4315,2300032802,3,,중부고속도로,강원도,,전일,평일,14
4316,2770005402,2,,영동고속도로,강원도,,전일,평일,7
4317,2770007902,2,,영동고속도로,강원도,,전일,평일,4
4318,3530477501,1,,경부고속도로,강원도,,전일,평일,25
4319,2450132901,1,,경부고속도로,강원도,,전일,평일,8
4320,2300036200,5,,중부내륙고속도로,강원도,,전일,평일,6
4321,2300038102,5,,중부내륙고속도로,강원도,,전일,평일,2
4322,3070571101,4,,서해안고속도로,강원도,,전일,평일,1
4323,2334327501,4,,서해안고속도로,강원도,,전일,평일,4
4324,2300036200,3,,중부고속도로,강원도,,전일,평일,11
4325,2300038102,3,,중부고속도로,강원도,,전일,평일,12
4326,2770008200,2,,영동고속도로,강원도,,전일,평일,9
4327,2770009200,2,,영동고속도로,강원도,,전일,평일,1
4328,3530477601,1,,경부고속도로,강원도,,전일,평일,18
4329,2450132701,1,,경부고속도로,강원도,,전일,평일,11
4330,2300552100,5,,중부내륙고속도로,강원도,,전일,주말,0
4331,2300552700,5,,중부내륙고속도로,강원도,,전일,주말,0
4332,2334316101,4,,서해안고속도로,강원도,,전일,주말,6
4333,2334317801,4,,서해안고속도로,강원도,,전일,주말,5
4334,2300552100,3,,중부고속도로,강원도,,전일,주말,4
4335,2300552700,3,,중부고속도로,강원도,,전일,주말,3
4336,2770011402,2,,영동고속도로,강원도,,전일,주말,1
4337,2770013102,2,,영동고속도로,강원도,,전일,주말,11
4338,3550732701,1,,경부고속도로,강원도,,전일,주말,8
4339,2450132601,1,,경부고속도로,강원도,,전일,주말,15
4340,2300604900,5,,중부내륙고속도로,강원도,,전일,주말,0
4341,2300605900,5,,중부내륙고속도로,강원도,,전일,주말,0
4342,2870005400,4,,서해안고속도로,강원도,,전일,주말,1
4343,2870006200,4,,서해안고속도로,강원도,,전일,주말,15
4344,2300604900,3,,중부고속도로,강원도,,전일,주말,5
4345,2300605900,3,,중부고속도로,강원도,,전일,주말,15
4346,2770012900,2,,영동고속도로,강원도,,전일,주말,27
4347,2770013201,2,,영동고속도로,강원도,,전일,주말,1
4348,3530477501,1,,경부고속도로,강원도,,전일,주말,23
4349,2450132901,1,,경부고속도로,강원도,,전일,주말,4
4350,2300606300,5,,중부내륙고속도로,강원도,,전일,평일,0
4351,2300698000,5,,중부내륙고속도로,강원도,,전일,평일,0
4352,2870007301,4,,서해안고속도로,강원도,,전일,평일,6
4353,2870017600,4,,서해안고속도로,강원도,,전일,평일,2
4354,2300606300,3,,중부고속도로,강원도,,전일,평일,3
4355,2300698000,3,,중부고속도로,강원도,,전일,평일,1
4356,2770013205,2,,영동고속도로,강원도,,전일,평일,4
4357,2770013400,2,,영동고속도로,강원도,,전일,평일,7
4358,3530477601,1,,경부고속도로,강원도,,전일,평일,16
4359,2450132701,1,,경부고속도로,강원도,,전일,평일,10
4360,2300700800,5,,중부내륙고속도로,강원도,,전일,평일,0
4361,2310049500,5,,중부내륙고속도로,강원도,,전일,평일,0
4362,2870019322,4,,서해안고속도로,강원도,,전일,평일,0
4363,2870019352,4,,서해안고속도로,강원도,,전일,평일,5
4364,2300700800,3,,중부고속도로,강원도,,전일,평일,1
4365,2310049500,3,,중부고속도로,강원도,,전일,평일,7
4366,2770014302,2,,영동고속도로,강원도,,전일,평일,8
4367,2770014402,2,,영동고속도로,강원도,,전일,평일,1
4368,3550732701,1,,경부고속도로,강원도,,전일,평일,12
4369,2450132601,1,,경부고속도로,강원도,,전일,평일,5
4370,2310050900,5,,중부내륙고속도로,강원도,,전일,평일,0
4371,2310799500,5,,중부내륙고속도로,강원도,,전일,평일,0
4372,2870019422,4,,서해안고속도로,강원도,,전일,평일,2
4373,2870019452,4,,서해안고속도로,강원도,,전일,평일,4
4374,2310050900,3,,중부고속도로,강원도,,전일,평일,0
4375,2310799500,3,,중부고속도로,강원도,,전일,평일,1
4376,2770015600,2,,영동고속도로,강원도,,전일,평일,2
4377,2770017504,2,,영동고속도로,강원도,,전일,평일,4
4378,3530477501,1,,경부고속도로,강원도,,전일,평일,13
4379,2450132901,1,,경부고속도로,강원도,,전일,평일,9
4380,2790014600,5,,중부내륙고속도로,강원도,,전일,평일,0
4381,2790015000,5,,중부내륙고속도로,강원도,,전일,평일,0
4382,2870031900,4,,서해안고속도로,강원도,,전일,평일,1
4383,2870032300,4,,서해안고속도로,강원도,,전일,평일,8
4384,2790014600,3,,중부고속도로,강원도,,전일,평일,0
4385,2790015000,3,,중부고속도로,강원도,,전일,평일,0
4386,2770017508,2,,영동고속도로,강원도,,전일,평일,9
4387,2770017602,2,,영동고속도로,강원도,,전일,평일,3
4388,3530477601,1,,경부고속도로,강원도,,전일,평일,9
4389,2450132701,1,,경부고속도로,강원도,,전일,평일,0
4390,2790015613,5,,중부내륙고속도로,강원도,,전일,평일,9
4391,2340005800,5,,중부내륙고속도로,강원도,,전일,평일,4
4392,2870218200,4,,서해안고속도로,강원도,,전일,평일,3
4393,2890005400,4,,서해안고속도로,강원도,,전일,평일,12
4394,2790015613,3,,중부고속도로,강원도,,전일,평일,20
4395,2340005800,3,,중부고속도로,강원도,,전일,평일,17
4396,2770017606,2,,영동고속도로,강원도,,전일,평일,17
4397,2770017610,2,,영동고속도로,강원도,,전일,평일,4
4398,3550732701,1,,경부고속도로,강원도,,전일,평일,21
4399,2450132601,1,,경부고속도로,강원도,,전일,평일,25
4400,2340006900,5,,중부내륙고속도로,강원도,,전일,주말,7
4401,2340007821,5,,중부내륙고속도로,강원도,,전일,주말,8
4402,2890006200,4,,서해안고속도로,강원도,,전일,주말,20
4403,2890006702,4,,서해안고속도로,강원도,,전일,주말,0
4404,2340006900,3,,중부고속도로,강원도,,전일,주말,37
4405,2340007821,3,,중부고속도로,강원도,,전일,주말,3
4406,2770023603,2,,영동고속도로,강원도,,전일,주말,0
4407,2770023911,2,,영동고속도로,강원도,,전일,주말,41
4408,3530477501,1,,경부고속도로,강원도,,전일,주말,14
4409,2450132901,1,,경부고속도로,강원도,,전일,주말,52
4410,2340034400,5,,중부내륙고속도로,강원도,,전일,주말,5
4411,2340034800,5,,중부내륙고속도로,강원도,,전일,주말,10
4412,2890020200,4,,서해안고속도로,강원도,,전일,주말,0
4413,2890019800,4,,서해안고속도로,강원도,,전일,주말,20
4414,2340034400,3,,중부고속도로,강원도,,전일,주말,1
4415,2340034800,3,,중부고속도로,강원도,,전일,주말,14
4416,2770023902,2,,영동고속도로,강원도,,전일,주말,32
4417,2770023906,2,,영동고속도로,강원도,,전일,주말,1
4418,3530477601,1,,경부고속도로,강원도,,전일,주말,36
4419,2450132701,1,,경부고속도로,강원도,,전일,주말,15
4420,2340288400,5,,중부내륙고속도로,강원도,,전일,평일,12
4421,2340606100,5,,중부내륙고속도로,강원도,,전일,평일,7
4422,2890022200,4,,서해안고속도로,강원도,,전일,평일,4
4423,2890279300,4,,서해안고속도로,강원도,,전일,평일,15
4424,2340288400,3,,중부고속도로,강원도,,전일,평일,15
4425,2340606100,3,,중부고속도로,강원도,,전일,평일,16
4426,2770023927,2,,영동고속도로,강원도,,전일,평일,24
4427,2770024027,2,,영동고속도로,강원도,,전일,평일,7
4428,3550732701,1,,경부고속도로,강원도,,전일,평일,13
4429,2450132601,1,,경부고속도로,강원도,,전일,평일,16
4430,2340607900,5,,중부내륙고속도로,강원도,,전일,평일,10
4431,2710017900,5,,중부내륙고속도로,강원도,,전일,평일,0
4432,2890279900,4,,서해안고속도로,강원도,,전일,평일,3
4433,2240109800,4,,서해안고속도로,강원도,,전일,평일,11
4434,2340607900,3,,중부고속도로,강원도,,전일,평일,3
4435,2710017900,3,,중부고속도로,강원도,,전일,평일,0
4436,2770028102,2,,영동고속도로,강원도,,전일,평일,1
4437,2770028500,2,,영동고속도로,강원도,,전일,평일,0
4438,3530477501,1,,경부고속도로,강원도,,전일,평일,5
4439,2450132901,1,,경부고속도로,강원도,,전일,평일,10
4440,2710018300,5,,중부내륙고속도로,강원도,,전일,평일,3
4441,2710018700,5,,중부내륙고속도로,강원도,,전일,평일,4
4442,2240108000,4,,서해안고속도로,강원도,,전일,평일,5
4443,2240604100,4,,서해안고속도로,강원도,,전일,평일,16
4444,2710018300,3,,중부고속도로,강원도,,전일,평일,2
4445,2710018700,3,,중부고속도로,강원도,,전일,평일,6
4446,2770041900,2,,영동고속도로,강원도,,전일,평일,10
4447,2770081000,2,,영동고속도로,강원도,,전일,평일,0
4448,3530477601,1,,경부고속도로,강원도,,전일,평일,5
4449,2450132701,1,,경부고속도로,강원도,,전일,평일,1
4450,2710656700,5,,중부내륙고속도로,강원도,,전일,평일,0
4451,2810023501,5,,중부내륙고속도로,강원도,,전일,평일,0
4452,3180252400,4,,서해안고속도로,강원도,,전일,평일,2
4453,3190002600,4,,서해안고속도로,강원도,,전일,평일,7
4454,2710656700,3,,중부고속도로,강원도,,전일,평일,1
4455,2810023501,3,,중부고속도로,강원도,,전일,평일,0
4456,2770181700,2,,영동고속도로,강원도,,전일,평일,1
4457,2770184200,2,,영동고속도로,강원도,,전일,평일,2
4458,3550732701,1,,경부고속도로,강원도,,전일,평일,11
4459,2450132601,1,,경부고속도로,강원도,,전일,평일,14
4460,2810024400,5,,중부내륙고속도로,강원도,,전일,평일,0
4461,2810024800,5,,중부내륙고속도로,강원도,,전일,평일,0
4462,3190003000,4,,서해안고속도로,강원도,,전일,평일,0
4463,3190009600,4,,서해안고속도로,강원도,,전일,평일,14
4464,2810024400,3,,중부고속도로,강원도,,전일,평일,10
4465,2810024800,3,,중부고속도로,강원도,,전일,평일,7
4466,2770184600,2,,영동고속도로,강원도,,전일,평일,10
4467,2770185000,2,,영동고속도로,강원도,,전일,평일,0
4468,3530477501,1,,경부고속도로,강원도,,전일,평일,15
4469,2450132901,1,,경부고속도로,강원도,,전일,평일,10
4470,2810031022,5,,중부내륙고속도로,강원도,,전일,주말,0
4471,2810459800,5,,중부내륙고속도로,강원도,,전일,주말,1
4472,3190026400,4,,서해안고속도로,강원도,,전일,주말,5
4473,3190027900,4,,서해안고속도로,강원도,,전일,주말,5
4474,2810031022,3,,중부고속도로,강원도,,전일,주말,7
4475,2810459800,3,,중부고속도로,강원도,,전일,주말,3
4476,2770185202,2,,영동고속도로,강원도,,전일,주말,0
4477,2770185600,2,,영동고속도로,강원도,,전일,주말,11
4478,3530477601,1,,경부고속도로,강원도,,전일,주말,8
4479,2450132701,1,,경부고속도로,강원도,,전일,주말,5
4480,2810460200,5,,중부내륙고속도로,강원도,,전일,주말,5
4481,2810460600,5,,중부내륙고속도로,강원도,,전일,주말,4
4482,3190060700,4,,서해안고속도로,강원도,,전일,주말,0
4483,3190172800,4,,서해안고속도로,강원도,,전일,주말,13
4484,2810460200,3,,중부고속도로,강원도,,전일,주말,1
4485,2810460600,3,,중부고속도로,강원도,,전일,주말,7
4486,2770187600,2,,영동고속도로,강원도,,전일,주말,18
4487,2770326700,2,,영동고속도로,강원도,,전일,주말,0
4488,3550732701,1,,경부고속도로,강원도,,전일,주말,6
4489,2450132601,1,,경부고속도로,강원도,,전일,주말,3
4490,2810745800,5,,중부내륙고속도로,강원도,,전일,평일,0
4491,2810749100,5,,중부내륙고속도로,강원도,,전일,평일,0
4492,3190281600,4,,서해안고속도로,강원도,,전일,평일,1
4493,2080001000,4,,서해안고속도로,강원도,,전일,평일,11
4494,2810745800,3,,중부고속도로,강원도,,전일,평일,0
4495,2810749100,3,,중부고속도로,강원도,,전일,평일,3
4496,2770327100,2,,영동고속도로,강원도,,전일,평일,3
4497,2770340300,2,,영동고속도로,강원도,,전일,평일,3
4498,3530477501,1,,경부고속도로,강원도,,전일,평일,13
4499,2450132901,1,,경부고속도로,강원도,,전일,평일,11
4500,2840172200,5,,중부내륙고속도로,강원도,,전일,평일,0
4501,2840198100,5,,중부내륙고속도로,강원도,,전일,평일,0
4502,2130000700,4,,서해안고속도로,강원도,,전일,평일,3
4503,2130001302,4,,서해안고속도로,강원도,,전일,평일,7
4504,2840172200,3,,중부고속도로,강원도,,전일,평일,0
4505,2840198100,3,,중부고속도로,강원도,,전일,평일,0
4506,2770341900,2,,영동고속도로,강원도,,전일,평일,2
4507,2770346500,2,,영동고속도로,강원도,,전일,평일,6
4508,3530477601,1,,경부고속도로,강원도,,전일,평일,13
4509,2450132701,1,,경부고속도로,강원도,,전일,평일,12
4510,2840223300,5,,중부내륙고속도로,강원도,,전일,평일,0
4511,2840262800,5,,중부내륙고속도로,강원도,,전일,평일,4
4512,2130004400,4,,서해안고속도로,강원도,,전일,평일,0
4513,2330014400,4,,서해안고속도로,강원도,,전일,평일,13
4514,2840223300,3,,중부고속도로,강원도,,전일,평일,3
4515,2840262800,3,,중부고속도로,강원도,,전일,평일,8
4516,2770346900,2,,영동고속도로,강원도,,전일,평일,8
4517,2770359300,2,,영동고속도로,강원도,,전일,평일,2
4518,3550732701,1,,경부고속도로,강원도,,전일,평일,21
4519,2450132601,1,,경부고속도로,강원도,,전일,평일,1
4520,2840264600,5,,중부내륙고속도로,강원도,,전일,평일,2
4521,2840274200,5,,중부내륙고속도로,강원도,,전일,평일,6
4522,2330053300,4,,서해안고속도로,강원도,,전일,평일,0
4523,2330054000,4,,서해안고속도로,강원도,,전일,평일,11
4524,2840264600,3,,중부고속도로,강원도,,전일,평일,2
4525,2840274200,3,,중부고속도로,강원도,,전일,평일,13
4526,2770370700,2,,영동고속도로,강원도,,전일,평일,10
4527,2770378500,2,,영동고속도로,강원도,,전일,평일,0
4528,3530477501,1,,경부고속도로,강원도,,전일,평일,18
4529,2450132901,1,,경부고속도로,강원도,,전일,평일,3
4530,2840275200,5,,중부내륙고속도로,강원도,,전일,평일,23
4531,2840281000,5,,중부내륙고속도로,강원도,,전일,평일,8
4532,2950014300,4,,서해안고속도로,강원도,,전일,평일,5
4533,2950015200,4,,서해안고속도로,강원도,,전일,평일,20
4534,2840275200,3,,중부고속도로,강원도,,전일,평일,19
4535,2840281000,3,,중부고속도로,강원도,,전일,평일,16
4536,2770378900,2,,영동고속도로,강원도,,전일,평일,18
4537,2770379500,2,,영동고속도로,강원도,,전일,평일,2
4538,3530477601,1,,경부고속도로,강원도,,전일,평일,29
4539,2450132701,1,,경부고속도로,강원도,,전일,평일,25
4540,2840285800,5,,중부내륙고속도로,강원도,,전일,주말,9
4541,2840286900,5,,중부내륙고속도로,강원도,,전일,주말,7
4542,2950015600,4,,서해안고속도로,강원도,,전일,주말,22
4543,2950016002,4,,서해안고속도로,강원도,,전일,주말,0
4544,2840285800,3,,중부고속도로,강원도,,전일,주말,22
4545,2840286900,3,,중부고속도로,강원도,,전일,주말,5
4546,2770380400,2,,영동고속도로,강원도,,전일,주말,1
4547,2770381600,2,,영동고속도로,강원도,,전일,주말,56
4548,3550732701,1,,경부고속도로,강원도,,전일,주말,10
4549,2450132601,1,,경부고속도로,강원도,,전일,주말,40
4550,2840290100,5,,중부내륙고속도로,강원도,,전일,주말,3
4551,2840293600,5,,중부내륙고속도로,강원도,,전일,주말,11
4552,2330060200,4,,서해안고속도로,강원도,,전일,주말,0
4553,2330061400,4,,서해안고속도로,강원도,,전일,주말,20
4554,2840290100,3,,중부고속도로,강원도,,전일,주말,5
4555,2840293600,3,,중부고속도로,강원도,,전일,주말,13
4556,2770382500,2,,영동고속도로,강원도,,전일,주말,38
4557,3360125800,2,,영동고속도로,강원도,,전일,주말,19
4558,3530477501,1,,경부고속도로,강원도,,전일,주말,19
4559,2450132901,1,,경부고속도로,강원도,,전일,주말,3
4560,2840294200,5,,중부내륙고속도로,강원도,,전일,평일,5
4561,2270001004,5,,중부내륙고속도로,강원도,,전일,평일,14
4562,2950027500,4,,서해안고속도로,강원도,,전일,평일,0
4563,2950027200,4,,서해안고속도로,강원도,,전일,평일,17
4564,2840294200,3,,중부고속도로,강원도,,전일,평일,0
4565,2270001004,3,,중부고속도로,강원도,,전일,평일,16
4566,1650004400,2,,영동고속도로,강원도,,전일,평일,26
4567,3580392900,2,,영동고속도로,강원도,,전일,평일,0
4568,3530477601,1,,경부고속도로,강원도,,전일,평일,18
4569,2450132701,1,,경부고속도로,강원도,,전일,평일,3
4570,2300037000,5,,중부내륙고속도로,강원도,,전일,평일,2
4571,2270001002,5,,중부내륙고속도로,강원도,,전일,평일,12
4572,2950027900,4,,서해안고속도로,강원도,,전일,평일,0
4573,2950033000,4,,서해안고속도로,강원도,,전일,평일,15
4574,2300037000,3,,중부고속도로,강원도,,전일,평일,0
4575,2270001002,3,,중부고속도로,강원도,,전일,평일,11
4576,3580406900,2,,영동고속도로,강원도,,전일,평일,11
4577,1650350900,2,,영동고속도로,강원도,,전일,평일,0
4578,3550732701,1,,경부고속도로,강원도,,전일,평일,16
4579,2450132601,1,,경부고속도로,강원도,,전일,평일,3
4580,2270005401,5,,중부내륙고속도로,강원도,,전일,평일,3
4581,2270006100,5,,중부내륙고속도로,강원도,,전일,평일,0
4582,2950192200,4,,서해안고속도로,강원도,,전일,평일,0
4583,2950192600,4,,서해안고속도로,강원도,,전일,평일,15
4584,2270005401,3,,중부고속도로,강원도,,전일,평일,8
4585,2270006100,3,,중부고속도로,강원도,,전일,평일,11
4586,2370015300,2,,영동고속도로,강원도,,전일,평일,11
4587,2370016300,2,,영동고속도로,강원도,,전일,평일,0
4588,3530477501,1,,경부고속도로,강원도,,전일,평일,17
4589,2450132901,1,,경부고속도로,강원도,,전일,평일,3
4590,2270062000,5,,중부내륙고속도로,강원도,,전일,평일,0
4591,2270062400,5,,중부내륙고속도로,강원도,,전일,평일,0
4592,2970002700,4,,서해안고속도로,강원도,,전일,평일,1
4593,2970014900,4,,서해안고속도로,강원도,,전일,평일,6
4594,2270062000,3,,중부고속도로,강원도,,전일,평일,1
4595,2270062400,3,,중부고속도로,강원도,,전일,평일,9
4596,2370016900,2,,영동고속도로,강원도,,전일,평일,14
4597,2370181600,2,,영동고속도로,강원도,,전일,평일,0
4598,3530477601,1,,경부고속도로,강원도,,전일,평일,15
4599,2450132701,1,,경부고속도로,강원도,,전일,평일,5
4600,2270544700,5,,중부내륙고속도로,강원도,,전일,평일,0
4601,2300018800,5,,중부내륙고속도로,강원도,,전일,평일,0
4602,2970017100,4,,서해안고속도로,강원도,,전일,평일,0
4603,2333363900,4,,서해안고속도로,강원도,,전일,평일,15
4604,2270544700,3,,중부고속도로,강원도,,전일,평일,10
4605,2300018800,3,,중부고속도로,강원도,,전일,평일,13
4606,2370184200,2,,영동고속도로,강원도,,전일,평일,17
4607,2370185400,2,,영동고속도로,강원도,,전일,평일,1
4608,3550732701,1,,경부고속도로,강원도,,전일,평일,24
4609,2450132601,1,,경부고속도로,강원도,,전일,평일,14
4610,2300020200,5,,중부내륙고속도로,강원도,,전일,주말,0
4611,2300029300,5,,중부내륙고속도로,강원도,,전일,주말,0
4612,2333472400,4,,서해안고속도로,강원도,,전일,주말,4
4613,2970247800,4,,서해안고속도로,강원도,,전일,주말,5
4614,2300020200,3,,중부고속도로,강원도,,전일,주말,0
4615,2300029300,3,,중부고속도로,강원도,,전일,주말,0
4616,2370602600,2,,영동고속도로,강원도,,전일,주말,0
4617,2370603300,2,,영동고속도로,강원도,,전일,주말,13
4618,3530477501,1,,경부고속도로,강원도,,전일,주말,5
4619,2450132901,1,,경부고속도로,강원도,,전일,주말,15
4620,2300032900,5,,중부내륙고속도로,강원도,,전일,주말,0
4621,2300036300,5,,중부내륙고속도로,강원도,,전일,주말,3
4622,2970248000,4,,서해안고속도로,강원도,,전일,주말,0
4623,2970248400,4,,서해안고속도로,강원도,,전일,주말,10
4624,2300032900,3,,중부고속도로,강원도,,전일,주말,0
4625,2300036300,3,,중부고속도로,강원도,,전일,주말,4
4626,2370603800,2,,영동고속도로,강원도,,전일,주말,14
4627,2430189800,2,,영동고속도로,강원도,,전일,주말,0
4628,3530477601,1,,경부고속도로,강원도,,전일,주말,7
4629,2450132701,1,,경부고속도로,강원도,,전일,주말,1
4630,2300038125,5,,중부내륙고속도로,강원도,,전일,평일,0
4631,2300552200,5,,중부내륙고속도로,강원도,,전일,평일,0
4632,2334281900,4,,서해안고속도로,강원도,,전일,평일,6
4633,3000011800,4,,서해안고속도로,강원도,,전일,평일,7
4634,2300038125,3,,중부고속도로,강원도,,전일,평일,1
4635,2300552200,3,,중부고속도로,강원도,,전일,평일,4
4636,2430196400,2,,영동고속도로,강원도,,전일,평일,3
4637,2430202700,2,,영동고속도로,강원도,,전일,평일,7
4638,3550732701,1,,경부고속도로,강원도,,전일,평일,13
4639,2450132601,1,,경부고속도로,강원도,,전일,평일,7
4640,2300552800,5,,중부내륙고속도로,강원도,,전일,평일,0
4641,2300605000,5,,중부내륙고속도로,강원도,,전일,평일,4
4642,3000012711,4,,서해안고속도로,강원도,,전일,평일,0
4643,3000012821,4,,서해안고속도로,강원도,,전일,평일,5
4644,2300552800,3,,중부고속도로,강원도,,전일,평일,0
4645,2300605000,3,,중부고속도로,강원도,,전일,평일,5
4646,2430218300,2,,영동고속도로,강원도,,전일,평일,12
4647,2430219900,2,,영동고속도로,강원도,,전일,평일,4
4648,3530477501,1,,경부고속도로,강원도,,전일,평일,7
4649,2450132901,1,,경부고속도로,강원도,,전일,평일,4
4650,2300606000,5,,중부내륙고속도로,강원도,,전일,평일,0
4651,2300606400,5,,중부내륙고속도로,강원도,,전일,평일,0
4652,3000022600,4,,서해안고속도로,강원도,,전일,평일,0
4653,3000025200,4,,서해안고속도로,강원도,,전일,평일,9
4654,2300606000,3,,중부고속도로,강원도,,전일,평일,0
4655,2300606400,3,,중부고속도로,강원도,,전일,평일,2
4656,2430220900,2,,영동고속도로,강원도,,전일,평일,7
4657,2430221500,2,,영동고속도로,강원도,,전일,평일,0
4658,3530477601,1,,경부고속도로,강원도,,전일,평일,5
4659,2450132701,1,,경부고속도로,강원도,,전일,평일,3
4660,2300698100,5,,중부내륙고속도로,강원도,,전일,평일,0
4661,2300700900,5,,중부내륙고속도로,강원도,,전일,평일,1
4662,3000027002,4,,서해안고속도로,강원도,,전일,평일,9
4663,3000038300,4,,서해안고속도로,강원도,,전일,평일,2
4664,2300698100,3,,중부고속도로,강원도,,전일,평일,0
4665,2300700900,3,,중부고속도로,강원도,,전일,평일,0
4666,2430228100,2,,영동고속도로,강원도,,전일,평일,2
4667,2430233800,2,,영동고속도로,강원도,,전일,평일,1
4668,3550732701,1,,경부고속도로,강원도,,전일,평일,0
4669,2450132601,1,,경부고속도로,강원도,,전일,평일,3
4670,2310049600,5,,중부내륙고속도로,강원도,,전일,평일,5
4671,2310051000,5,,중부내륙고속도로,강원도,,전일,평일,1
4672,3000037400,4,,서해안고속도로,강원도,,전일,평일,0
4673,3000039202,4,,서해안고속도로,강원도,,전일,평일,13
4674,2310049600,3,,중부고속도로,강원도,,전일,평일,5
4675,2310051000,3,,중부고속도로,강원도,,전일,평일,8
4676,2430245900,2,,영동고속도로,강원도,,전일,평일,10
4677,2440174100,2,,영동고속도로,강원도,,전일,평일,1
4678,3530477501,1,,경부고속도로,강원도,,전일,평일,19
4679,2450132901,1,,경부고속도로,강원도,,전일,평일,14
4680,2310800100,5,,중부내륙고속도로,강원도,,전일,주말,6
4681,2790014700,5,,중부내륙고속도로,강원도,,전일,주말,5
4682,3000464800,4,,서해안고속도로,강원도,,전일,주말,0
4683,3070023500,4,,서해안고속도로,강원도,,전일,주말,7
4684,2310800100,3,,중부고속도로,강원도,,전일,주말,3
4685,2790014700,3,,중부고속도로,강원도,,전일,주말,3
4686,2440179500,2,,영동고속도로,강원도,,전일,주말,4
4687,2440180600,2,,영동고속도로,강원도,,전일,주말,0
4688,3530477601,1,,경부고속도로,강원도,,전일,주말,11
4689,2450132701,1,,경부고속도로,강원도,,전일,주말,10
4690,2790015100,5,,중부내륙고속도로,강원도,,전일,주말,0
4691,2340005100,5,,중부내륙고속도로,강원도,,전일,주말,1
4692,3070036700,4,,서해안고속도로,강원도,,전일,주말,0
4693,3070049306,4,,서해안고속도로,강원도,,전일,주말,6
4694,2790015100,3,,중부고속도로,강원도,,전일,주말,0
4695,2340005100,3,,중부고속도로,강원도,,전일,주말,1
4696,2440185000,2,,영동고속도로,강원도,,전일,주말,13
4697,2440188100,2,,영동고속도로,강원도,,전일,주말,0
4698,3550732701,1,,경부고속도로,강원도,,전일,주말,7
4699,2450132601,1,,경부고속도로,강원도,,전일,주말,0
4700,2340007000,5,,중부내륙고속도로,강원도,,전일,평일,0
4701,2340007711,5,,중부내륙고속도로,강원도,,전일,평일,1
4702,3070051900,4,,서해안고속도로,강원도,,전일,평일,8
4703,3070052700,4,,서해안고속도로,강원도,,전일,평일,6
4704,2340007000,3,,중부고속도로,강원도,,전일,평일,0
4705,2340007711,3,,중부고속도로,강원도,,전일,평일,2
4706,2510025400,2,,영동고속도로,강원도,,전일,평일,1
4707,2510026000,2,,영동고속도로,강원도,,전일,평일,12
4708,3530477501,1,,경부고속도로,강원도,,전일,평일,10
4709,2450132901,1,,경부고속도로,강원도,,전일,평일,7
4710,2340033500,5,,중부내륙고속도로,강원도,,전일,평일,2
4711,2340034500,5,,중부내륙고속도로,강원도,,전일,평일,0
4712,3070053100,4,,서해안고속도로,강원도,,전일,평일,0
4713,3070053500,4,,서해안고속도로,강원도,,전일,평일,11
4714,2340033500,3,,중부고속도로,강원도,,전일,평일,1
4715,2340034500,3,,중부고속도로,강원도,,전일,평일,0
4716,2510030501,2,,영동고속도로,강원도,,전일,평일,4
4717,2510030611,2,,영동고속도로,강원도,,전일,평일,0
4718,3530477601,1,,경부고속도로,강원도,,전일,평일,12
4719,2450132701,1,,경부고속도로,강원도,,전일,평일,3
4720,2340215500,5,,중부내륙고속도로,강원도,,전일,평일,0
4721,2340288600,5,,중부내륙고속도로,강원도,,전일,평일,0
4722,3070229600,4,,서해안고속도로,강원도,,전일,평일,0
4723,2420158100,4,,서해안고속도로,강원도,,전일,평일,4
4724,2340215500,3,,중부고속도로,강원도,,전일,평일,0
4725,2340288600,3,,중부고속도로,강원도,,전일,평일,1
4726,2510049200,2,,영동고속도로,강원도,,전일,평일,7
4727,2510051111,2,,영동고속도로,강원도,,전일,평일,0
4728,3550732701,1,,경부고속도로,강원도,,전일,평일,7
